date,scenario,sf
2016-08-18,irrigation stop,1.4166559542500001
2016-08-19,control,35.41634838475
2016-08-19,irrigation,31.774973661
2016-08-19,irrigation stop,4.815132264916667
2016-08-20,control,12.906297552999998
2016-08-20,irrigation,14.46726415611111
2016-08-20,irrigation stop,1.0063043463333332
2016-08-21,control,38.792555456
2016-08-21,irrigation,40.44235329038889
2016-08-21,irrigation stop,5.714088425416667
2016-08-22,control,37.771384758500005
2016-08-22,irrigation,37.99670767866667
2016-08-22,irrigation stop,4.365564039416666
2016-08-23,control,37.997318755833334
2016-08-23,irrigation,36.268643278
2016-08-23,irrigation stop,4.94062266075
2016-08-24,control,37.86522811575
2016-08-24,irrigation,35.88614349072222
2016-08-24,irrigation stop,4.539580658166667
2016-08-25,control,37.91623806933333
2016-08-25,irrigation,36.0523341395
2016-08-25,irrigation stop,4.0872663945
2016-08-26,control,37.46700780658333
2016-08-26,irrigation,35.925176520777775
2016-08-26,irrigation stop,3.7223638703333335
2016-08-27,control,35.1293919955
2016-08-27,irrigation,34.09371921327778
2016-08-27,irrigation stop,3.2402411205
2016-08-28,control,31.280537795916665
2016-08-28,irrigation,34.2711702735
2016-08-28,irrigation stop,2.353893950833333
2016-08-29,control,34.05614631741666
2016-08-29,irrigation,35.31398105211111
2016-08-29,irrigation stop,2.8827295797500003
2016-08-30,control,29.94803436908333
2016-08-30,irrigation,30.699523013333334
2016-08-30,irrigation stop,1.7962887528333331
2016-08-31,control,33.62855755533333
2016-08-31,irrigation,34.62359279038889
2016-08-31,irrigation stop,2.3614790748333334
2016-09-01,control,36.72850593141666
2016-09-01,irrigation,36.384024920555554
2016-09-01,irrigation stop,3.889394164333333
2016-09-02,control,35.626159101249996
2016-09-02,irrigation,37.13996121727778
2016-09-02,irrigation stop,3.038504205833333
2016-09-03,control,33.38705504641667
2016-09-03,irrigation,33.305471476722225
2016-09-03,irrigation stop,2.3810890154166664
2016-09-04,control,22.323317404333334
2016-09-04,irrigation,23.73472833516667
2016-09-04,irrigation stop,0.62954445325
2016-09-05,control,4.458584444
2016-09-05,irrigation,11.2342561435
2016-09-05,irrigation stop,0.9425390221666666
2016-09-06,control,36.82041049508334
2016-09-06,irrigation,39.60604560888889
2016-09-06,irrigation stop,13.14904102825
2016-09-07,control,42.90213542883333
2016-09-07,irrigation,40.04865400916667
2016-09-07,irrigation stop,15.321076074583335
2016-09-08,control,44.9921864905
2016-09-08,irrigation,36.85058063872222
2016-09-08,irrigation stop,14.366820549333333
2016-09-09,control,41.7000237125
2016-09-09,irrigation,30.393347573666667
2016-09-09,irrigation stop,10.471103438916668
2016-09-10,control,38.712249263416666
2016-09-10,irrigation,25.534657226444445
2016-09-10,irrigation stop,6.6242364697500005
2016-09-11,control,40.43066731275
2016-09-11,irrigation,23.99304862088889
2016-09-11,irrigation stop,6.934537457333334
2016-09-12,control,37.18350328875
2016-09-12,irrigation,19.314090423333333
2016-09-12,irrigation stop,4.655938934166667
2016-09-13,control,36.345086571416665
2016-09-13,irrigation,16.237060538222224
2016-09-13,irrigation stop,3.1265672571666663
2016-09-14,control,34.12216149466667
2016-09-14,irrigation,12.862760380388888
2016-09-14,irrigation stop,3.2864448005
2016-09-15,control,23.645083018166666
2016-09-15,irrigation,8.582110383333333
2016-09-15,irrigation stop,1.87489672675
2016-09-16,control,5.166695176833334
2016-09-16,irrigation,3.159226798444444
2016-09-16,irrigation stop,0.08275275366666666
2016-09-17,control,15.889744381666667
2016-09-17,irrigation,8.959962413388888
2016-09-17,irrigation stop,0.8596978932499999
2016-09-18,control,12.045132999333333
2016-09-18,irrigation,6.503249294333333
2016-09-18,irrigation stop,0.8822197039999999
2016-09-19,control,26.785031603166665
2016-09-19,irrigation,10.756560646666667
2016-09-19,irrigation stop,2.785844485666667
2016-09-20,control,29.08722799341667
2016-09-20,irrigation,10.261829367055556
2016-09-20,irrigation stop,1.8056502620000001
2016-09-21,control,16.981533429
2016-09-21,irrigation,6.9787334555
2016-09-21,irrigation stop,1.077927794
2016-09-22,control,33.05416184775
2016-09-22,irrigation,11.37871305438889
2016-09-22,irrigation stop,3.5342575529166664
2016-09-23,control,32.490266652083335
2016-09-23,irrigation,10.63306767338889
2016-09-23,irrigation stop,3.0813934415833337
2016-09-24,control,32.76029360625
2016-09-24,irrigation,8.981008508777778
2016-09-24,irrigation stop,2.90718086625
2016-09-25,control,33.42147885525
2016-09-25,irrigation,3.993507425166667
2016-09-25,irrigation stop,2.8379704479166667
2016-09-26,control,30.829911346
2016-09-26,irrigation,3.1772717040000003
2016-09-26,irrigation stop,2.9785184978333334
2016-09-27,control,26.23587228141667
2016-09-27,irrigation stop,2.9407227960833335
2016-10-08,irrigation,6.624225175055556
2016-10-09,irrigation,8.954930119888889
2016-10-10,irrigation,17.137301561166666
2016-10-11,irrigation,15.092420876777778
2016-10-12,irrigation,14.906604346444444
2016-10-13,irrigation,14.057826692777779
2016-10-14,irrigation,4.994261325722222
2016-10-15,irrigation,14.164052651666667
2016-10-16,irrigation,19.27934187383333
2016-10-17,irrigation,3.995272560666667
2016-10-18,irrigation,10.144135294
2016-10-19,irrigation,14.978606835833334
2016-10-20,irrigation,17.5570176915
2016-10-21,irrigation,15.383533384166666
2016-10-22,irrigation,13.657349521777778
2016-10-23,irrigation,15.4009151445
2016-10-24,irrigation,20.50016770922222
2016-10-25,irrigation,0.4000922016111111
2016-10-26,irrigation,1.3722425234444444
2016-10-27,irrigation,6.732896638222222
2016-10-28,irrigation,15.02303667938889
2016-10-29,irrigation,17.791356865388888
2016-10-30,irrigation,11.594326069555555
2016-10-31,irrigation,8.34810517711111
2016-11-01,irrigation,14.681622036333334
2016-11-02,irrigation,11.381856118388889
2016-11-03,irrigation,6.852409808666667
2016-11-04,irrigation,12.585326923166667
2016-11-05,irrigation,5.4371197463888885
2016-11-06,irrigation,5.329008458055556
2016-11-07,irrigation,4.139447691833333
2016-11-08,irrigation,4.731651607111111
2016-11-09,irrigation,3.8814461723333333
2016-11-10,irrigation,1.8095474566111112
2016-11-11,irrigation,3.1440407465555555
2016-11-12,irrigation,0.8953443377222222
2016-11-13,irrigation,4.981115284722223
2016-11-14,irrigation,1.363243051
2016-11-15,irrigation,0.8703493601111112
2016-11-16,irrigation,4.187443765944445
2016-11-17,irrigation,2.218053102
2016-11-18,irrigation,6.779691292444444
2016-11-19,irrigation,0.25198839638888887
2016-11-20,irrigation,17.083923648222225
2016-11-21,irrigation,21.31344289722222
2016-11-22,irrigation,11.751126398277778
2016-11-23,irrigation,6.844560878666667
2016-11-24,irrigation,5.288477579388888
2016-11-25,irrigation,3.283862901611111
2016-11-25,irrigation stop,0.0664633655
2016-11-26,irrigation,1.7601294682222222
2016-11-26,irrigation stop,1.28611132575
2016-11-27,irrigation,1.208522458388889
2016-11-27,irrigation stop,0.6659563089999999
2016-11-28,irrigation,0.8064402960555556
2016-11-28,irrigation stop,1.5314854932500002
2016-11-29,irrigation,0.006065586555555555
2016-11-29,irrigation stop,0.14647969649999998
2016-11-30,irrigation,2.396723511111111
2016-11-30,irrigation stop,3.777190437416667
2016-12-01,irrigation,1.189361771111111
2016-12-01,irrigation stop,2.579321884666667
2016-12-02,irrigation,0.037573086722222225
2016-12-02,irrigation stop,0.013262279083333333
2016-12-03,irrigation,0.4234558282222222
2016-12-03,irrigation stop,1.6329985811666667
2016-12-04,irrigation,0.23991220177777778
2016-12-04,irrigation stop,1.7948597986666668
2016-12-05,irrigation,0.07967214472222221
2016-12-05,irrigation stop,0.8211205672499999
2016-12-06,irrigation,0.16695162211111111
2016-12-06,irrigation stop,1.1298066350833333
2016-12-07,irrigation,0.3325507796111111
2016-12-07,irrigation stop,3.116694503333333
2016-12-08,irrigation,0.4016087622777778
2016-12-08,irrigation stop,1.64969951925
2016-12-09,irrigation,0.6395493696666666
2016-12-09,irrigation stop,0.9633501730833334
2016-12-10,irrigation,0.9376012348333334
2016-12-10,irrigation stop,0.44051261625
2016-12-11,irrigation,0.8186793425555556
2016-12-11,irrigation stop,1.6335990244166667
2016-12-12,irrigation,0.6217419078333333
2016-12-12,irrigation stop,3.5194243099166664
2016-12-13,irrigation,1.0103351219999999
2016-12-13,irrigation stop,2.9340664721666667
2016-12-14,irrigation,0.43509389666666665
2016-12-14,irrigation stop,1.9387473559166666
2016-12-15,irrigation,0.10770424077777778
2016-12-15,irrigation stop,0.999926638
2016-12-16,irrigation,0.03163527388888889
2016-12-16,irrigation stop,0
2016-12-17,irrigation,0.024918299666666668
2016-12-17,irrigation stop,0
2016-12-18,irrigation,7.692807679166666
2016-12-18,irrigation stop,15.350845649833333
2016-12-19,irrigation,10.03939201688889
2016-12-19,irrigation stop,3.9254753276666663
2016-12-20,irrigation,0.28941047166666667
2016-12-20,irrigation stop,1.920599972
2016-12-21,irrigation,0
2016-12-21,irrigation stop,1.2705652719166667
2016-12-22,irrigation,0.30303141288888885
2016-12-22,irrigation stop,1.79103873025
2016-12-23,irrigation,0.3127335332222222
2016-12-23,irrigation stop,1.5406841439999999
2016-12-24,irrigation,1.6745799291666668
2016-12-24,irrigation stop,3.249932406916667
2016-12-25,irrigation,0.1077559595
2016-12-25,irrigation stop,0.35702546875
2016-12-26,irrigation,0.25272820811111113
2016-12-26,irrigation stop,0.08133431933333334
2016-12-27,irrigation,2.1616194444444448e-4
2016-12-27,irrigation stop,0
2016-12-28,irrigation,0.5237928557222222
2016-12-28,irrigation stop,0.9644714008333334
2016-12-29,irrigation,1.628117146
2016-12-29,irrigation stop,2.3752321153333336
2016-12-30,irrigation,2.277199363388889
2016-12-30,irrigation stop,2.3960107795
2016-12-31,irrigation,0.6143048615555555
2016-12-31,irrigation stop,1.8337359019166666
2017-01-01,control,0
2017-01-01,irrigation,0
2017-01-01,irrigation stop,0
2017-01-02,control,0
2017-01-02,irrigation,0
2017-01-02,irrigation stop,0
2017-01-03,control,0
2017-01-03,irrigation,0
2017-01-03,irrigation stop,0
2017-01-04,control,0
2017-01-04,irrigation,0
2017-01-04,irrigation stop,0
2017-01-05,control,0
2017-01-05,irrigation,0
2017-01-05,irrigation stop,0
2017-01-06,control,0
2017-01-06,irrigation,0
2017-01-06,irrigation stop,0
2017-01-07,control,0
2017-01-07,irrigation,0
2017-01-07,irrigation stop,0
2017-01-08,control,0
2017-01-08,irrigation,0
2017-01-08,irrigation stop,0
2017-01-09,control,0
2017-01-09,irrigation,0
2017-01-09,irrigation stop,0
2017-01-10,control,0
2017-01-10,irrigation,0.11667480638888889
2017-01-10,irrigation stop,0
2017-01-11,control,0.14319993255555555
2017-01-11,irrigation,0.3747505463333334
2017-01-11,irrigation stop,0.5142401979166666
2017-01-12,control,0.3369911113888889
2017-01-12,irrigation,0
2017-01-12,irrigation stop,0.8209284615
2017-01-13,control,1.4260247571666667
2017-01-13,irrigation,1.7317247444444446
2017-01-13,irrigation stop,2.297559587
2017-01-14,control,0.010251337333333332
2017-01-14,irrigation,0
2017-01-14,irrigation stop,0.13535727575
2017-01-15,control,0
2017-01-15,irrigation,0
2017-01-15,irrigation stop,0
2017-01-16,control,0
2017-01-16,irrigation,0
2017-01-16,irrigation stop,0
2017-01-17,control,0
2017-01-17,irrigation,0
2017-01-17,irrigation stop,0
2017-01-18,control,2.293678948
2017-01-18,irrigation,0.3500684495
2017-01-18,irrigation stop,4.0999723985
2017-01-19,control,0.09169240655555556
2017-01-19,irrigation,0.17809353605555556
2017-01-19,irrigation stop,0.6433508819166667
2017-01-20,control,0.05595673088888889
2017-01-20,irrigation,0.23297119677777778
2017-01-20,irrigation stop,0.45623437333333333
2017-01-21,control,0.1137676448888889
2017-01-21,irrigation,0.3102441277222222
2017-01-21,irrigation stop,0.6845583751666666
2017-01-22,control,0.45259051055555555
2017-01-22,irrigation,0.7109171827777777
2017-01-22,irrigation stop,1.4009144279999999
2017-01-23,control,0
2017-01-23,irrigation,0
2017-01-23,irrigation stop,0
2017-01-24,control,0.9061526148333333
2017-01-24,irrigation,0.8911874405555555
2017-01-24,irrigation stop,1.7158418639166666
2017-01-25,control,0.08627515527777778
2017-01-25,irrigation,1.5380910948333333
2017-01-25,irrigation stop,0.20937756066666668
2017-01-26,control,0
2017-01-26,irrigation,0.2053031293888889
2017-01-26,irrigation stop,0
2017-01-27,control,0
2017-01-27,irrigation,0
2017-01-27,irrigation stop,0
2017-01-28,control,0
2017-01-28,irrigation,0
2017-01-28,irrigation stop,0
2017-01-29,control,0
2017-01-29,irrigation,0.014466206944444443
2017-01-29,irrigation stop,0
2017-01-30,control,0.498154762
2017-01-30,irrigation,0.026415082444444443
2017-01-30,irrigation stop,2.1079488691666666
2017-01-31,control,0.1302001008888889
2017-01-31,irrigation,0.10195525311111112
2017-01-31,irrigation stop,0.5649794069166667
2017-02-01,control,0.032526948666666666
2017-02-01,irrigation,0.2502817582222222
2017-02-01,irrigation stop,0.12906501125
2017-02-02,control,0.6120124201111111
2017-02-02,irrigation,2.875178583
2017-02-02,irrigation stop,0.2529279051666667
2017-02-03,control,0.22649841338888888
2017-02-03,irrigation,0.3360575298888889
2017-02-03,irrigation stop,0.6624138497500001
2017-02-04,control,0.17076392627777776
2017-02-04,irrigation,0.15172227555555556
2017-02-04,irrigation stop,0.4342567253333333
2017-02-05,control,0.319579472
2017-02-05,irrigation,0.2969871754444444
2017-02-05,irrigation stop,1.329535384
2017-02-06,control,1.131194679
2017-02-06,irrigation,0.8098961489444444
2017-02-06,irrigation stop,1.6929595999166667
2017-02-07,control,1.2485501975
2017-02-07,irrigation,1.360246430111111
2017-02-07,irrigation stop,1.9160774370833333
2017-02-08,control,0.005247753111111111
2017-02-08,irrigation,0.28876738094444443
2017-02-08,irrigation stop,0.02037015825
2017-02-09,control,0.02983070527777778
2017-02-09,irrigation,0.33397657155555555
2017-02-09,irrigation stop,0.11214026425000001
2017-02-10,control,0.20056014816666667
2017-02-10,irrigation,1.3527677542777778
2017-02-10,irrigation stop,0.42055352208333335
2017-02-11,control,0.8592466825555556
2017-02-11,irrigation,2.6624163995555556
2017-02-11,irrigation stop,1.57318245575
2017-02-12,control,3.9373663828333334
2017-02-12,irrigation,7.469715344888889
2017-02-12,irrigation stop,4.907232965333333
2017-02-13,control,2.980962871888889
2017-02-13,irrigation,8.029073299611111
2017-02-13,irrigation stop,3.5056662613333334
2017-02-14,control,3.8442830217777777
2017-02-14,irrigation,7.7487903608333335
2017-02-14,irrigation stop,4.58588149975
2017-02-15,control,3.2866911011666664
2017-02-15,irrigation,3.8460119161111113
2017-02-15,irrigation stop,3.6555089949166666
2017-02-16,control,2.954754941611111
2017-02-16,irrigation,3.5194580323888887
2017-02-16,irrigation stop,3.3126419706666663
2017-02-17,control,3.7280314978333333
2017-02-17,irrigation,3.5567128929444447
2017-02-17,irrigation stop,4.297798101083333
2017-02-18,control,1.9554093442222222
2017-02-18,irrigation,3.5682280688333337
2017-02-18,irrigation stop,2.1816201044166665
2017-02-19,control,2.6079185654444443
2017-02-19,irrigation,4.030920401666667
2017-02-19,irrigation stop,3.1136396120833334
2017-02-20,control,2.7700556508888887
2017-02-20,irrigation,4.153690060111111
2017-02-20,irrigation stop,3.2297078501666663
2017-02-21,control,5.660219543222222
2017-02-21,irrigation,5.8165146085
2017-02-21,irrigation stop,6.371211511333333
2017-02-22,control,6.419908366444444
2017-02-22,irrigation,7.2539492693888885
2017-02-22,irrigation stop,6.91059044825
2017-02-23,control,11.092958373277778
2017-02-23,irrigation,12.156186675833334
2017-02-23,irrigation stop,11.530802136333334
2017-02-24,control,9.083714599111111
2017-02-24,irrigation,7.6555259057222225
2017-02-24,irrigation stop,10.889938860000001
2017-02-25,control,9.9601409175
2017-02-25,irrigation,9.252571168444444
2017-02-25,irrigation stop,11.119128729
2017-02-26,control,11.502011289
2017-02-26,irrigation,9.962680785166667
2017-02-26,irrigation stop,12.977892359083334
2017-02-27,control,15.113389083388888
2017-02-27,irrigation,12.434147442222223
2017-02-27,irrigation stop,16.3870757435
2017-02-28,control,0.11845960933333334
2017-02-28,irrigation,0.14354179211111112
2017-02-28,irrigation stop,0.3517520680833333
2017-03-01,control,3.6031479820000003
2017-03-01,irrigation,4.019715647166667
2017-03-01,irrigation stop,4.652529396583333
2017-03-02,control,6.815702861055556
2017-03-02,irrigation,5.487768986611111
2017-03-02,irrigation stop,8.344426730583333
2017-03-03,control,15.999530584388888
2017-03-03,irrigation,14.095103338666666
2017-03-03,irrigation stop,18.069800800083332
2017-03-04,control,5.159452006722222
2017-03-04,irrigation,4.278846697444444
2017-03-04,irrigation stop,6.08074840875
2017-03-05,control,10.193883241166667
2017-03-05,irrigation,9.161019150944444
2017-03-05,irrigation stop,11.450681304916667
2017-03-06,control,1.2918138505
2017-03-06,irrigation,1.0573111340555554
2017-03-06,irrigation stop,1.5756087396666667
2017-03-07,control,6.453126776611111
2017-03-07,irrigation,5.701007389722222
2017-03-07,irrigation stop,7.7948988256666665
2017-03-08,control,6.824467540666666
2017-03-08,irrigation,6.1626201166111105
2017-03-08,irrigation stop,8.378756140333333
2017-03-09,control,0.5619696198888888
2017-03-09,irrigation,2.2609442103333333
2017-03-09,irrigation stop,0.86628644
2017-03-10,control,21.244384400722222
2017-03-10,irrigation,19.654440036
2017-03-10,irrigation stop,24.060387767
2017-03-11,control,27.130397977
2017-03-11,irrigation,22.733399121944444
2017-03-11,irrigation stop,30.043541843249997
2017-03-12,control,27.573445924222224
2017-03-12,irrigation,16.25778110372222
2017-03-12,irrigation stop,30.494476047666666
2017-03-13,control,28.16851651638889
2017-03-13,irrigation,21.61477681311111
2017-03-13,irrigation stop,30.739387558416666
2017-03-14,control,28.695991956833332
2017-03-14,irrigation,22.233118252888886
2017-03-14,irrigation stop,31.415714293083333
2017-03-15,control,28.564570998722225
2017-03-15,irrigation,20.7999310295
2017-03-15,irrigation stop,32.09369527658333
2017-03-16,control,30.855484115222225
2017-03-16,irrigation,22.50772580183333
2017-03-16,irrigation stop,34.08027486783334
2017-03-17,control,31.02883790988889
2017-03-17,irrigation,23.063177630722222
2017-03-17,irrigation stop,34.0841186785
2017-03-18,control,6.547154350777777
2017-03-18,irrigation,4.844345799944445
2017-03-18,irrigation stop,7.9200727894166665
2017-03-19,control,26.568129274555556
2017-03-19,irrigation,20.13890330511111
2017-03-19,irrigation stop,30.701490151166666
2017-03-20,control,33.782862411055554
2017-03-20,irrigation,25.273085518444443
2017-03-20,irrigation stop,37.28385779308333
2017-03-21,control,27.934191486833335
2017-03-21,irrigation,20.432424961444447
2017-03-21,irrigation stop,31.300112461250002
2017-03-22,control,16.986572444277776
2017-03-22,irrigation,12.089711620888888
2017-03-22,irrigation stop,19.70473935375
2017-03-23,control,26.963662424777777
2017-03-23,irrigation,20.863660856333333
2017-03-23,irrigation stop,30.32518329425
2017-03-24,control,33.46352254488889
2017-03-24,irrigation,24.964447047444445
2017-03-24,irrigation stop,37.9684633665
2017-03-25,control,34.31701512838889
2017-03-25,irrigation,25.0805009265
2017-03-25,irrigation stop,39.18214436775
2017-03-26,control,13.530584574499999
2017-03-26,irrigation,11.05396463411111
2017-03-26,irrigation stop,16.049976804
2017-03-27,control,37.62031568766667
2017-03-27,irrigation,28.91038909383333
2017-03-27,irrigation stop,42.04125297125
2017-03-28,control,35.88930782088889
2017-03-28,irrigation,26.63198286638889
2017-03-28,irrigation stop,40.5085279185
2017-03-29,control,35.70282874005556
2017-03-29,irrigation,25.161962481611113
2017-03-29,irrigation stop,40.91446214816666
2017-03-30,control,36.84497311516667
2017-03-30,irrigation,25.42292402988889
2017-03-30,irrigation stop,42.540889722833334
2017-03-31,control,35.6632323655
2017-03-31,irrigation,25.464705162277777
2017-03-31,irrigation stop,41.145937096249995
2017-04-01,control,31.040212899777778
2017-04-01,irrigation,21.440156404222222
2017-04-01,irrigation stop,36.13662871841667
2017-04-02,control,25.152798722444444
2017-04-02,irrigation,18.790216759444444
2017-04-02,irrigation stop,29.177347430333334
2017-04-03,control,34.692314166555555
2017-04-03,irrigation,25.416416358555555
2017-04-03,irrigation stop,39.5986493965
2017-04-04,control,26.150465886944446
2017-04-04,irrigation,19.08194982827778
2017-04-04,irrigation stop,30.367639301833336
2017-04-05,control,36.90800000988889
2017-04-05,irrigation,25.46569740311111
2017-04-05,irrigation stop,43.269293208166665
2017-04-06,control,34.69385496766667
2017-04-06,irrigation,25.0506462595
2017-04-06,irrigation stop,40.228636661416665
2017-04-07,control,34.785700967833336
2017-04-07,irrigation,25.643334348166665
2017-04-07,irrigation stop,40.105936553166664
2017-04-08,control,37.580074131833335
2017-04-08,irrigation,25.841297960277778
2017-04-08,irrigation stop,44.20341196475
2017-04-09,control,38.208659045000005
2017-04-09,irrigation,25.434238406277778
2017-04-09,irrigation stop,45.31988943341666
2017-04-10,control,36.6047787315
2017-04-10,irrigation,25.005898498222223
2017-04-10,irrigation stop,43.06625818016667
2017-04-11,control,34.3389406875
2017-04-11,irrigation,23.28677757222222
2017-04-11,irrigation stop,40.616417496
2017-04-12,control,36.778148546
2017-04-12,irrigation,26.08168385811111
2017-04-12,irrigation stop,43.15126117083334
2017-04-13,control,35.88531248494444
2017-04-13,irrigation,25.07880690711111
2017-04-13,irrigation stop,42.47813915583333
2017-04-14,control,34.02648640694444
2017-04-14,irrigation,23.853528803555555
2017-04-14,irrigation stop,40.41799531833333
2017-04-15,control,25.852774549722223
2017-04-15,irrigation,18.016970236555554
2017-04-15,irrigation stop,31.168543160166664
2017-04-16,control,23.98728689261111
2017-04-16,irrigation,16.402583017333335
2017-04-16,irrigation stop,29.175289366666668
2017-04-17,control,25.483531506833334
2017-04-17,irrigation,19.259076650555556
2017-04-17,irrigation stop,30.239005324083333
2017-04-18,control,24.512784708666665
2017-04-18,irrigation,16.129183298222223
2017-04-18,irrigation stop,30.624652002916665
2017-04-19,control,26.469345382333334
2017-04-19,irrigation,18.071717792444446
2017-04-19,irrigation stop,32.86350740175
2017-04-20,control,23.189940452277778
2017-04-20,irrigation,19.353120165166665
2017-04-20,irrigation stop,27.038180386583335
2017-04-21,control,25.026728543555556
2017-04-21,irrigation,21.24047829838889
2017-04-21,irrigation stop,28.696478803
2017-04-22,control,31.193782383055556
2017-04-22,irrigation,24.52351868827778
2017-04-22,irrigation stop,36.3272327385
2017-04-23,control,29.93260790188889
2017-04-23,irrigation,20.64359978827778
2017-04-23,irrigation stop,35.891979765083335
2017-04-24,control,31.276970584944443
2017-04-24,irrigation,21.70041703088889
2017-04-24,irrigation stop,37.35420945366667
2017-04-25,control,16.369752447055554
2017-04-25,irrigation,10.655689465944445
2017-04-25,irrigation stop,20.253418573166666
2017-04-26,control,12.752709733555555
2017-04-26,irrigation,8.892721522166667
2017-04-26,irrigation stop,16.164969234333334
2017-04-27,control,9.37324444811111
2017-04-27,irrigation,5.928221030888889
2017-04-27,irrigation stop,12.353490159416666
2017-04-28,control,26.274386632055556
2017-04-28,irrigation,17.5892534535
2017-04-28,irrigation stop,32.560068764
2017-04-29,control,30.326504844944445
2017-04-29,irrigation,22.335462332555554
2017-04-29,irrigation stop,35.69773974141667
2017-04-30,control,30.990861308055553
2017-04-30,irrigation,23.60417520761111
2017-04-30,irrigation stop,36.06534907616667
2017-05-01,control,9.204728376333334
2017-05-01,irrigation,8.004601892944445
2017-05-01,irrigation stop,11.211921787083334
2017-05-02,control,26.134230287833336
2017-05-02,irrigation,17.8985467365
2017-05-02,irrigation stop,31.716719834833334
2017-05-03,control,34.13041545911111
2017-05-03,irrigation,24.069189500222222
2017-05-03,irrigation stop,39.86450188316667
2017-05-04,control,25.338087674555556
2017-05-04,irrigation,17.278489984
2017-05-04,irrigation stop,30.282479442916667
2017-05-05,control,37.546916482444445
2017-05-05,irrigation,25.73560761022222
2017-05-05,irrigation stop,43.958953218
2017-05-06,control,20.231377604944445
2017-05-06,irrigation,13.061888598722222
2017-05-06,irrigation stop,24.600068557
2017-05-07,control,19.09834033738889
2017-05-07,irrigation,12.969143947722221
2017-05-07,irrigation stop,23.876825795833334
2017-05-08,control,35.00907121494444
2017-05-08,irrigation,24.398254692888887
2017-05-08,irrigation stop,41.52888726641667
2017-05-09,control,37.653645485
2017-05-09,irrigation,25.371129314111112
2017-05-09,irrigation stop,44.6296384915
2017-05-10,control,39.72425987383333
2017-05-10,irrigation,26.080614133444445
2017-05-10,irrigation stop,47.63335866158334
2017-05-11,control,32.14880500177778
2017-05-11,irrigation,19.67169061988889
2017-05-11,irrigation stop,39.871882461750005
2017-05-12,control,30.198723737
2017-05-12,irrigation,18.178121146722223
2017-05-12,irrigation stop,37.66801280083334
2017-05-13,control,27.097662936055556
2017-05-13,irrigation,17.117903353722223
2017-05-13,irrigation stop,33.328760960333334
2017-05-14,control,32.14148985405556
2017-05-14,irrigation,19.489215007833334
2017-05-14,irrigation stop,39.423556029500006
2017-05-15,control,36.01178153277778
2017-05-15,irrigation,21.654718864722224
2017-05-15,irrigation stop,44.645691239
2017-05-16,control,34.6944526775
2017-05-16,irrigation,19.575956369
2017-05-16,irrigation stop,43.57531256683333
2017-05-17,control,32.652946863277776
2017-05-17,irrigation,19.666459814722224
2017-05-17,irrigation stop,40.673377088833334
2017-05-18,control,21.215669028666667
2017-05-18,irrigation,15.312946656500001
2017-05-18,irrigation stop,25.844971865250002
2017-05-19,control,4.853718669888889
2017-05-19,irrigation,3.738677997888889
2017-05-19,irrigation stop,6.490820744500001
2017-05-20,control,36.78914568355555
2017-05-20,irrigation,25.157698636944446
2017-05-20,irrigation stop,44.38526378291667
2017-05-21,control,39.44262068161111
2017-05-21,irrigation,26.751026227666667
2017-05-21,irrigation stop,46.87586669683333
2017-05-22,control,40.7221376705
2017-05-22,irrigation,25.243644240777776
2017-05-22,irrigation stop,49.4272857175
2017-05-23,control,31.39136905133333
2017-05-23,irrigation,19.438217319611113
2017-05-23,irrigation stop,38.38001705391666
2017-05-24,control,38.095496206
2017-05-24,irrigation,22.02947289588889
2017-05-24,irrigation stop,47.50477642516667
2017-05-25,control,33.58157902722222
2017-05-25,irrigation,19.21175285861111
2017-05-25,irrigation stop,42.10051683791667
2017-05-26,control,30.46286224872222
2017-05-26,irrigation,17.773727449666666
2017-05-26,irrigation stop,38.10796618483333
2017-05-27,control,28.507078024555554
2017-05-27,irrigation,16.06068786338889
2017-05-27,irrigation stop,35.97049897108333
2017-05-28,control,20.255551370555555
2017-05-28,irrigation,11.673673870388889
2017-05-28,irrigation stop,25.696052722916665
2017-05-29,control,22.000880429555558
2017-05-29,irrigation,12.333100999
2017-05-29,irrigation stop,27.812840853333334
2017-05-30,control,26.923744759333335
2017-05-30,irrigation,18.296265206111112
2017-05-30,irrigation stop,31.882506181666663
2017-05-31,control,33.01317102488889
2017-05-31,irrigation,19.713504916944444
2017-05-31,irrigation stop,40.31058840708333
2017-06-01,control,30.448215623777777
2017-06-01,irrigation,22.152659409
2017-06-01,irrigation stop,33.78303387841667
2017-06-02,control,35.41233968922222
2017-06-02,irrigation,29.575572759833335
2017-06-02,irrigation stop,37.02919734783333
2017-06-03,control,25.792945149833333
2017-06-03,irrigation,24.652654804333334
2017-06-03,irrigation stop,24.961787352916666
2017-06-04,control,27.1566764025
2017-06-04,irrigation,22.314000240944445
2017-06-04,irrigation stop,29.0844283825
2017-06-05,control,0.9054981436666667
2017-06-05,irrigation,1.3947435034444444
2017-06-05,irrigation stop,1.2514133089166668
2017-06-06,control,22.320339451722223
2017-06-06,irrigation,17.443625794555555
2017-06-06,irrigation stop,25.34934621275
2017-06-07,control,44.289707906277776
2017-06-07,irrigation,37.567632031722226
2017-06-07,irrigation stop,45.47288253141667
2017-06-08,control,43.074816959222225
2017-06-08,irrigation,39.345361114777774
2017-06-08,irrigation stop,42.738931386999994
2017-06-09,control,31.85434595038889
2017-06-09,irrigation,32.61842735366667
2017-06-09,irrigation stop,29.889786000416663
