dates,treatment,VPD,tmax,tmin,tmean
2024-02-27,irrigation_vpd,0.24303147453703702,10.929666666666666,3.8513333333333333,6.686008797685186
2024-02-27,roof,0.24399449976851853,10.988666666666667,3.741,6.671973150462963
2024-02-27,roof_vpd,0.2354307835648148,10.99,3.741,6.660664121064815
2024-02-28,control,0.2064641090277778,12.05,5.141,7.456006018518519
2024-02-28,irrigation,0.20607910856481482,12.044666666666666,5.136666666666667,7.431338894907407
2024-02-28,irrigation_vpd,0.20834335729166667,11.935333333333332,5.168666666666667,7.451849889583333
2024-02-28,roof,0.20860374351851851,12.163333333333334,5.115666666666667,7.440647459953704
2024-02-28,roof_vpd,0.2006052650462963,11.971,5.118333333333333,7.429175458101852
2024-02-29,control,0.35658470578703705,17.214,1.6913333333333334,7.623688890972222
2024-02-29,irrigation,0.3536068928240741,17.053333333333335,1.8466666666666667,7.59952153125
2024-02-29,irrigation_vpd,0.36006064675925925,17.065,1.911,7.66693634375
2024-02-29,roof,0.3679048685185185,17.358666666666668,1.6233333333333333,7.686204635185185
2024-02-29,roof_vpd,0.3550248275462963,17.316,1.6626666666666667,7.602260184722222
2024-03-01,control,0.0454096787037037,6.634666666666667,3.985666666666667,5.335818981481482
2024-03-01,irrigation,0.04599873634259259,6.5616666666666665,3.999,5.326819907407407
2024-03-01,irrigation_vpd,0.046728081944444444,6.685666666666667,3.9723333333333333,5.329551851851852
2024-03-01,roof,0.047922481018518516,6.578666666666667,3.9153333333333333,5.292197222222222
2024-03-01,roof_vpd,0.04028219421296296,6.660333333333333,3.8806666666666665,5.290660416666666
2024-03-02,control,0.3481225534722222,13.922333333333333,1.214,7.580929161574074
2024-03-02,irrigation,0.3420012986111111,13.669333333333332,1.2343333333333333,7.520797925
2024-03-02,irrigation_vpd,0.3432381844907407,13.591666666666667,1.286,7.526906018981482
2024-03-02,roof,0.35439398078703704,14.019333333333334,0.9603333333333334,7.604549070833333
2024-03-02,roof_vpd,0.34637429282407406,13.952,0.9773333333333334,7.553551628240741
2024-03-03,control,0.47914201944444446,12.599333333333334,5.8693333333333335,9.27536064537037
2024-03-03,irrigation,0.47982842453703706,12.577333333333334,5.971,9.24713126712963
2024-03-03,irrigation_vpd,0.48082699375,12.433666666666667,6.009,9.26626480625
2024-03-03,roof,0.4890501548611111,12.592333333333332,5.867333333333334,9.273600245138889
