 

stn;time;pva200d0;gre000d0;tre200dn;tre200d0;tre200jx;rka150d0;ure200d0;fkl010d0
SIO;20080615;9.6;132;8.6;13.8;18.3;0.0;61.4;1.4
SIO;20080616;12.9;84;12.1;13.6;15.4;18.8;83.0;1.0
SIO;20080617;13.7;244;12.3;16.1;21.8;3.4;75.7;2.4
SIO;20080618;14.1;349;14.3;19.3;25.0;0.2;65.1;2.5
SIO;20080619;12.9;341;12.5;20.4;27.8;0.0;56.6;2.7
SIO;20080620;13.1;351;13.1;21.6;28.1;0.0;52.8;2.8
SIO;20080621;14.4;355;13.7;22.7;29.9;0.0;54.5;2.4
SIO;20080622;15.9;349;16.2;24.9;32.7;0.0;52.4;2.2
SIO;20080623;17.5;347;19.0;25.4;31.4;0.0;55.4;2.9
SIO;20080624;16.3;260;16.6;24.0;30.8;0.0;56.3;1.8
SIO;20080625;16.9;321;16.4;24.6;31.1;0.0;56.6;3.9
SIO;20080626;18.2;331;18.2;24.2;29.6;0.0;61.4;4.2
SIO;20080627;15.2;337;18.2;23.9;29.9;0.0;53.5;4.3
SIO;20080628;14.5;350;15.1;22.8;29.4;0.0;53.6;3.4
SIO;20080629;17.3;286;15.9;22.4;31.0;3.9;66.2;2.8
SIO;20080630;18.2;304;16.4;22.7;30.1;0.1;67.9;2.4
SIO;20080701;15.6;346;17.7;24.0;31.6;0.0;54.3;3.8
SIO;20080702;14.2;349;15.2;23.6;32.4;0.0;51.5;2.4
SIO;20080703;15.4;126;15.6;19.6;24.4;0.8;67.6;2.5
SIO;20080704;13.4;357;12.5;19.5;26.2;0.0;61.4;3.1
SIO;20080705;13.6;279;13.8;21.2;29.6;0.0;56.6;2.6
SIO;20080706;17.7;138;15.6;19.0;22.2;12.4;81.1;1.9
SIO;20080707;13.0;179;14.4;17.4;24.5;3.5;67.8;2.4
SIO;20080708;11.5;344;11.8;18.4;24.4;0.0;56.2;3.9
SIO;20080709;11.8;350;10.7;19.0;26.5;0.0;56.5;3.2
SIO;20080710;12.8;349;13.0;21.6;29.9;0.0;52.6;2.6
SIO;20080711;15.1;234;15.9;22.0;31.6;11.4;59.5;1.9
SIO;20080712;17.5;175;16.7;18.5;23.1;17.5;82.6;2.2
SIO;20080713;13.6;241;13.0;16.3;21.4;5.7;73.9;5.5
SIO;20080714;11.4;222;11.9;15.3;21.2;0.7;66.8;4.7
SIO;20080715;12.3;347;9.8;17.9;25.5;0.0;62.2;2.3
SIO;20080716;13.5;341;12.0;20.9;28.2;0.0;57.5;3.6
SIO;20080717;16.4;80;14.6;18.3;20.9;0.9;78.0;1.4
SIO;20080718;13.3;283;13.2;19.7;26.6;0.1;60.5;3.4
SIO;20080719;13.4;300;11.5;20.5;30.5;0.0;57.5;2.6
SIO;20080720;16.2;224;15.3;20.6;30.7;2.4;69.2;2.3
SIO;20080721;9.9;330;12.6;17.9;24.1;0.0;50.2;5.2
SIO;20080722;9.9;248;11.7;17.7;24.6;0.0;50.2;3.6
SIO;20080723;11.8;337;9.6;18.2;26.0;0.0;58.4;2.6
SIO;20080724;12.3;332;11.4;19.8;27.2;0.0;55.5;3.0
SIO;20080725;13.2;308;12.1;21.7;29.2;0.0;53.3;2.7
SIO;20080726;16.5;250;16.8;21.6;29.8;2.6;66.2;3.2
SIO;20080727;16.7;312;15.2;21.4;29.1;0.0;67.3;2.3
SIO;20080728;17.2;314;16.6;23.6;31.2;0.0;61.2;2.4
SIO;20080729;17.8;237;17.2;22.4;28.8;1.4;67.5;2.2
SIO;20080730;18.3;229;18.0;22.5;30.0;1.7;68.5;2.1
SIO;20080731;17.2;295;16.9;23.0;31.3;0.0;63.8;2.0
SIO;20080801;17.1;172;16.4;20.8;27.3;2.3;71.0;3.3
SIO;20080802;16.4;267;16.9;21.4;26.6;0.0;66.2;3.3
SIO;20080803;16.5;317;15.8;22.5;29.9;0.0;62.0;2.1
SIO;20080804;15.6;198;15.6;23.1;30.0;0.0;57.2;3.9
SIO;20080805;16.4;253;18.3;23.8;30.0;0.0;56.5;4.1
SIO;20080806;16.1;204;16.4;22.7;28.5;0.0;59.7;2.3
SIO;20080807;15.7;167;15.7;21.2;27.6;4.5;64.2;2.1
SIO;20080808;13.8;287;15.4;19.8;26.2;0.4;62.6;3.4
SIO;20080809;12.5;308;13.3;19.7;26.4;0.0;56.6;3.3
SIO;20080810;12.9;304;12.8;20.8;28.1;0.0;55.1;2.7
SIO;20080811;15.7;174;16.0;20.1;28.5;6.2;68.3;2.5
SIO;20080812;18.4;50;16.4;18.7;21.6;19.9;85.4;2.0
SIO;20080813;14.1;272;13.9;18.3;23.8;0.2;68.6;2.8
SIO;20080814;14.1;233;13.2;18.6;24.4;1.1;67.3;2.6
SIO;20080815;13.9;54;13.1;14.8;17.1;5.2;82.4;2.4
SIO;20080816;12.5;273;10.6;16.8;22.7;0.0;67.4;2.0
SIO;20080817;14.0;199;12.8;17.3;23.8;0.4;72.7;1.5
SIO;20080818;12.6;293;11.3;19.1;29.0;0.0;61.0;1.6
SIO;20080819;15.6;218;13.8;19.8;29.4;12.6;69.8;2.3
SIO;20080820;14.7;280;13.3;18.4;22.4;0.0;70.6;3.8
SIO;20080821;14.0;280;11.1;17.9;24.4;0.0;69.5;2.7
SIO;20080822;14.8;159;13.1;17.8;22.2;0.7;73.3;2.9
SIO;20080823;12.7;269;11.5;16.6;21.9;0.0;68.1;4.1
SIO;20080824;11.1;286;8.8;16.1;22.8;0.0;62.6;2.3
SIO;20080825;13.1;195;13.5;17.9;24.0;0.0;65.4;1.7
SIO;20080826;15.2;261;13.7;19.7;25.7;0.0;67.6;2.3
SIO;20080827;15.8;268;14.4;20.6;27.6;0.0;67.0;2.3
SIO;20080828;15.2;264;14.3;20.5;27.5;0.0;64.7;2.7
SIO;20080829;15.0;261;14.0;20.5;27.6;0.0;64.2;2.0
SIO;20080830;15.8;262;14.2;21.4;28.2;0.0;63.3;2.4
SIO;20080831;17.0;184;15.9;21.4;28.1;4.5;68.6;2.1
SIO;20080901;16.3;203;15.2;18.7;23.9;4.8;76.6;2.0
SIO;20080902;15.6;246;15.1;20.2;26.5;0.0;67.8;1.8
SIO;20080903;15.4;181;16.2;20.5;28.3;6.0;66.1;1.7
SIO;20080904;17.1;60;15.3;17.4;19.1;4.3;86.3;1.1
SIO;20080905;15.0;218;13.9;19.7;27.7;1.6;68.2;1.5
SIO;20080906;15.2;125;13.6;17.1;23.9;7.0;78.5;3.0
SIO;20080907;13.5;211;11.7;16.7;21.3;0.1;71.9;2.9
SIO;20080908;11.2;250;8.1;15.3;22.6;0.0;66.5;1.7
SIO;20080909;12.7;205;10.6;17.6;25.2;0.0;64.5;1.7
SIO;20080910;16.5;146;15.1;19.3;26.0;4.0;74.4;1.6
SIO;20080911;16.6;160;15.8;20.1;26.5;0.0;71.6;1.9
SIO;20080912;15.3;200;13.9;17.1;19.3;5.8;78.6;4.4
SIO;20080913;13.2;49;12.6;13.7;15.1;14.3;84.3;2.0
SIO;20080914;11.9;110;10.4;13.1;15.6;0.3;79.0;2.9
SIO;20080915;9.0;221;8.2;11.9;16.7;0.0;66.4;3.6
SIO;20080916;9.4;228;7.0;11.6;17.3;0.0;70.0;3.0
SIO;20080917;10.1;213;5.8;11.7;17.7;0.0;74.3;2.1
SIO;20080918;11.2;150;6.8;13.0;17.6;2.4;75.5;1.4
SIO;20080919;13.3;178;11.1;15.2;20.6;7.2;77.8;1.8
SIO;20080920;11.6;214;10.5;14.6;19.4;0.0;71.3;2.5
SIO;20080921;10.3;174;8.9;11.7;15.2;0.0;75.2;3.6
SIO;20080922;9.7;202;7.6;12.3;17.1;0.0;68.8;2.5
SIO;20080923;9.7;193;7.0;11.2;16.7;0.0;73.7;2.6
SIO;20080924;9.2;198;5.1;10.9;16.7;0.0;71.8;3.3
SIO;20080925;9.8;174;7.8;12.4;17.4;0.0;69.5;2.5
SIO;20080926;9.5;194;5.8;11.5;17.6;0.0;71.0;2.9
SIO;20080927;10.2;192;7.2;11.8;16.1;0.0;74.2;2.7
SIO;20080928;8.9;194;4.5;10.7;18.1;0.0;71.4;2.1
SIO;20080929;9.3;189;4.6;11.7;18.6;0.0;69.3;2.3
SIO;20080930;9.7;138;5.8;11.9;17.1;0.0;70.2;2.2
SIO;20081001;10.6;152;10.4;13.8;18.9;0.0;68.5;2.8
SIO;20081002;10.0;128;8.9;13.0;20.2;0.4;69.0;2.8
SIO;20081003;8.4;152;6.3;9.6;13.8;2.1;71.7;3.9
SIO;20081004;7.7;142;2.6;6.9;11.9;1.7;78.8;3.4
SIO;20081005;7.3;171;1.3;8.2;15.6;0.0;70.0;1.3
SIO;20081006;10.2;95;4.2;10.7;16.4;1.0;79.8;1.1
SIO;20081007;12.1;151;7.0;12.7;20.8;0.2;84.5;1.4
SIO;20081008;12.1;91;7.4;12.5;18.4;0.0;84.0;1.5
SIO;20081009;12.1;159;10.3;14.2;19.7;0.0;75.4;2.3
SIO;20081010;11.8;161;7.4;14.0;20.8;0.0;75.1;1.8
SIO;20081011;10.8;163;5.1;12.8;21.2;0.0;75.6;1.4
SIO;20081012;10.5;136;5.7;12.8;20.8;0.0;73.3;1.6
SIO;20081013;11.3;118;8.1;14.0;21.4;0.0;72.4;1.5
SIO;20081014;13.1;135;9.4;14.7;22.0;0.0;80.4;1.4
SIO;20081015;12.8;138;8.9;14.4;22.0;0.0;80.0;1.5
SIO;20081016;13.1;48;9.1;12.6;15.3;4.4;89.9;0.9
SIO;20081017;10.0;146;4.3;11.0;15.7;0.0;77.5;2.9
SIO;20081018;9.6;136;3.0;9.3;15.8;0.0;82.7;1.6
SIO;20081019;9.8;142;3.7;10.2;18.0;0.0;80.6;1.4
SIO;20081020;9.1;132;3.7;10.7;18.8;0.0;73.5;1.4
SIO;20081021;11.0;72;7.7;12.6;17.4;0.0;76.0;1.1
SIO;20081022;10.6;102;7.7;11.9;19.3;0.1;76.3;4.5
SIO;20081023;8.9;111;3.3;8.0;12.9;0.0;84.1;2.0
SIO;20081024;9.9;87;2.7;9.3;15.6;0.0;85.7;0.9
SIO;20081025;10.9;125;6.1;10.1;16.0;0.0;88.7;1.8
SIO;20081026;9.8;128;6.1;10.6;18.0;0.0;78.5;1.3
SIO;20081027;9.5;51;4.9;9.6;14.0;4.6;80.9;1.1
SIO;20081028;9.8;43;5.7;8.1;9.7;6.4;90.3;2.9
SIO;20081029;7.7;43;-0.1;4.6;7.0;21.3;91.4;1.8
SIO;20081030;6.8;86;0.3;3.4;6.3;1.5;87.7;2.0
SIO;20081031;7.0;69;1.3;5.1;11.1;0.0;80.2;1.9
SIO;20081101;8.4;125;2.1;10.0;20.1;0.0;70.8;1.3
SIO;20081102;8.9;86;6.3;13.4;20.5;0.0;60.3;2.4
SIO;20081103;10.1;88;6.2;11.3;17.0;3.8;77.6;1.3
SIO;20081104;9.5;43;5.1;9.8;14.5;11.3;78.8;2.4
SIO;20081105;10.4;38;5.7;9.2;11.9;8.7;89.7;1.3
SIO;20081106;9.0;82;2.4;7.3;13.4;0.0;88.7;1.1
SIO;20081107;7.8;99;1.0;6.0;12.6;0.0;85.2;1.1
SIO;20081108;6.8;94;0.3;5.5;12.1;0.0;77.7;1.2
SIO;20081109;7.0;61;1.4;6.3;11.8;0.0;74.5;1.4
SIO;20081110;7.2;85;1.4;6.4;14.3;0.0;76.2;1.3
SIO;20081111;7.9;39;0.7;6.7;11.5;3.4;80.6;1.3
SIO;20081112;9.4;41;6.3;7.5;9.0;7.4;90.6;1.6
SIO;20081113;8.4;38;5.2;6.6;8.7;0.0;87.4;0.7
SIO;20081114;7.3;91;1.4;5.5;10.8;0.0;82.4;1.2
SIO;20081115;6.6;88;-1.3;3.1;9.2;0.0;87.1;1.2
SIO;20081116;6.7;87;-1.8;3.2;9.5;0.0;87.7;1.3
SIO;20081117;7.9;21;4.4;6.2;7.8;0.0;83.2;0.9
SIO;20081118;7.7;27;3.3;5.2;6.7;1.8;87.7;1.1
SIO;20081119;7.2;61;1.3;5.2;9.8;0.0;82.2;1.2
SIO;20081120;6.1;66;-1.9;2.2;7.6;0.0;85.9;1.1
SIO;20081121;7.2;7;1.5;5.2;9.2;15.9;81.2;4.0
SIO;20081122;4.6;14;0.0;1.9;4.9;0.2;65.6;4.5
SIO;20081123;4.5;77;-2.7;-0.1;2.8;11.0;75.7;1.7
SIO;20081124;5.2;37;-3.7;-1.7;-0.3;8.6;97.1;0.7
SIO;20081125;4.7;79;-5.6;-2.1;1.0;0.0;89.3;0.8
SIO;20081126;3.6;76;-8.7;-4.7;-0.5;0.0;82.9;1.4
SIO;20081127;3.5;73;-9.9;-5.8;-0.5;0.0;87.3;1.1
SIO;20081128;4.7;62;-5.7;-0.4;6.2;0.0;79.4;1.5
SIO;20081129;5.6;72;-2.0;2.2;6.1;0.0;79.9;1.7
SIO;20081130;5.3;71;-2.1;2.3;8.6;0.0;74.2;1.1
SIO;20081201;6.3;34;0.5;2.1;4.3;0.9;88.6;0.6
SIO;20081202;5.8;68;-1.9;1.9;5.3;0.0;84.2;1.4
SIO;20081203;4.0;47;-3.8;-0.2;2.9;0.0;66.9;1.4
SIO;20081204;4.7;36;-4.0;-0.1;3.0;10.2;77.0;1.5
SIO;20081205;6.4;23;0.0;0.9;2.0;18.2;98.3;0.8
SIO;20081206;6.5;15;-0.8;1.1;1.8;9.1;98.1;0.9
SIO;20081207;5.0;64;-3.8;-0.4;3.1;0.0;84.6;0.9
SIO;20081208;4.0;63;-6.4;-3.2;1.7;0.0;83.7;1.4
SIO;20081209;4.7;51;-7.7;-1.9;1.7;1.3;87.6;1.1
SIO;20081210;6.2;11;-0.1;0.3;0.7;7.8;98.4;0.8
SIO;20081211;5.8;31;-0.9;0.1;1.2;0.6;94.5;0.7
SIO;20081212;5.2;37;-6.6;-1.3;1.2;0.0;93.2;0.6
SIO;20081213;4.3;57;-8.2;-3.0;1.4;0.0;88.3;1.4
SIO;20081214;5.8;52;-3.3;5.1;8.9;0.0;66.9;6.8
SIO;20081215;6.6;44;0.5;5.7;10.3;0.0;73.0;2.0
SIO;20081216;6.0;56;-2.3;1.2;5.3;0.0;90.0;2.2
SIO;20081217;6.0;11;-0.1;0.5;1.3;11.4;95.1;1.3
SIO;20081218;6.2;23;-0.9;0.8;1.9;0.0;95.4;0.6
SIO;20081219;6.2;31;-1.9;1.1;3.8;0.0;93.4;0.6
SIO;20081220;6.6;32;-0.6;2.7;5.5;0.0;89.5;1.0
SIO;20081221;7.0;57;0.9;4.3;10.2;0.0;85.3;0.9
SIO;20081222;6.2;59;-2.3;3.2;7.9;0.0;81.2;0.9
SIO;20081223;5.2;56;-3.4;-0.1;5.3;0.0;86.6;1.0
SIO;20081224;5.2;56;-4.2;-0.9;4.5;0.0;90.2;1.3
SIO;20081225;5.7;53;-3.6;0.5;5.5;0.0;89.9;1.3
SIO;20081226;4.0;58;-3.3;1.3;6.3;0.0;60.0;1.5
SIO;20081227;3.4;57;-6.9;-3.8;0.1;0.0;74.8;1.8
SIO;20081228;3.3;58;-9.5;-5.9;-1.1;0.0;83.9;0.9
SIO;20081229;3.6;58;-8.8;-4.0;2.9;0.0;80.8;1.3
SIO;20081230;4.5;54;-5.8;-0.2;7.4;0.0;75.0;1.5
SIO;20081231;5.7;20;-1.9;1.8;6.8;12.0;81.8;1.4
SIO;20090101;5.3;63;-6.1;-1.2;2.3;1.9;94.9;1.0
SIO;20090102;4.0;63;-7.9;-4.5;0.2;0.0;90.8;1.1
SIO;20090103;3.5;62;-9.4;-6.4;-1.4;0.0;92.7;1.1
SIO;20090104;3.2;62;-10.6;-7.2;-1.9;0.0;90.7;1.2
SIO;20090105;3.3;55;-10.3;-5.7;-1.7;0.0;83.1;1.2
SIO;20090106;3.9;46;-6.7;-4.0;-1.8;0.1;85.1;1.6
SIO;20090107;3.8;52;-8.2;-4.5;-0.7;0.0;86.7;1.1
SIO;20090108;3.8;57;-7.6;-3.6;-1.2;0.0;81.9;1.0
SIO;20090109;3.5;68;-9.6;-5.3;1.5;0.0;85.6;0.7
SIO;20090110;3.5;71;-10.4;-5.4;0.9;0.0;85.9;0.9
SIO;20090111;3.3;73;-10.1;-5.3;2.5;0.0;80.6;0.8
SIO;20090112;3.3;72;-10.6;-4.7;3.2;0.0;78.3;0.8
SIO;20090113;3.7;74;-8.6;-3.4;4.5;0.0;78.7;1.0
SIO;20090114;3.5;74;-8.9;-3.7;1.6;0.0;76.9;1.1
SIO;20090115;3.5;76;-6.1;-1.9;3.3;0.0;67.6;2.1
SIO;20090116;3.7;68;-9.6;-3.1;3.5;0.0;76.9;0.8
SIO;20090117;4.0;79;-6.6;-2.0;3.5;0.0;75.6;1.4
SIO;20090118;5.0;13;-5.5;-1.0;0.8;6.8;86.2;1.3
SIO;20090119;6.7;25;0.8;2.3;3.9;3.5;92.9;1.4
SIO;20090120;6.6;32;0.5;1.8;3.1;11.8;95.1;0.9
SIO;20090121;6.1;78;-0.5;1.9;5.1;0.0;88.2;0.8
SIO;20090122;4.2;86;-2.2;0.4;3.4;0.0;66.9;2.0
SIO;20090123;5.6;7;-1.0;0.9;4.1;28.5;85.6;1.6
SIO;20090124;5.9;54;-1.1;1.0;2.4;56.4;89.3;1.2
SIO;20090125;4.7;94;-4.0;-0.1;4.3;0.0;78.7;1.4
SIO;20090126;4.1;79;-6.4;-2.4;1.9;0.0;80.4;1.3
SIO;20090127;4.8;50;-5.7;-1.2;1.7;0.0;85.8;0.7
SIO;20090128;4.7;65;-6.4;-1.0;3.8;0.0;83.4;0.4
SIO;20090129;3.5;96;-10.8;-5.1;0.6;0.0;85.2;0.6
SIO;20090130;3.6;101;-10.3;-5.1;1.3;0.0;86.0;0.8
SIO;20090131;3.5;100;-11.7;-5.7;0.5;0.0;86.6;1.1
SIO;20090201;3.9;48;-9.4;-2.5;2.4;0.0;76.8;1.2
SIO;20090202;5.0;77;-1.5;3.6;8.8;0.0;63.5;1.2
SIO;20090203;5.1;99;-1.2;3.0;10.1;0.0;69.0;1.5
SIO;20090204;5.0;96;-5.6;1.0;6.6;0.0;78.3;1.3
SIO;20090205;5.4;97;-1.6;2.9;10.3;0.0;72.1;1.3
SIO;20090206;6.4;88;-0.5;3.2;6.4;0.0;83.8;1.7
SIO;20090207;6.7;21;1.7;2.5;3.1;3.6;91.9;1.3
SIO;20090208;5.3;87;-2.6;1.2;3.7;0.0;79.1;3.8
SIO;20090209;5.2;61;-3.9;0.8;4.2;1.1;80.5;1.2
SIO;20090210;6.3;30;0.8;2.7;7.6;9.6;85.8;2.3
SIO;20090211;4.5;84;-4.1;0.9;3.2;0.0;69.5;3.3
SIO;20090212;4.1;60;-5.0;-1.8;1.2;0.6;76.1;1.7
SIO;20090213;3.1;137;-8.3;-3.3;1.7;0.0;65.9;1.9
SIO;20090214;3.3;129;-7.1;-3.2;1.5;0.0;68.7;1.5
SIO;20090215;2.7;137;-8.3;-3.4;1.6;0.0;58.9;0.9
SIO;20090216;3.5;104;-5.4;-1.4;3.1;0.0;64.3;0.7
SIO;20090217;5.3;23;-4.7;-0.8;0.7;3.8;90.4;0.8
SIO;20090218;5.7;136;-0.5;1.5;3.8;0.1;83.0;2.1
SIO;20090219;4.2;90;-4.9;-0.9;1.8;0.0;73.5;1.4
SIO;20090220;3.8;151;-6.2;-1.0;4.4;0.0;67.0;1.4
SIO;20090221;4.7;149;-3.0;1.8;6.9;0.0;69.2;1.7
SIO;20090222;6.0;41;-1.4;0.9;1.9;9.1;91.6;0.8
SIO;20090223;6.0;102;-0.2;2.8;6.1;0.0;81.5;2.1
SIO;20090224;5.3;153;-2.0;2.4;7.9;0.0;74.4;1.7
SIO;20090225;4.5;164;-3.0;1.3;6.8;0.0;68.0;1.5
SIO;20090226;4.6;125;-3.2;2.2;7.6;0.0;66.4;1.1
SIO;20090227;5.5;159;1.4;6.2;11.9;0.0;60.3;2.8
SIO;20090228;5.9;170;-1.1;5.7;14.1;0.0;66.4;1.4
SIO;20090301;6.6;106;0.3;5.6;11.6;0.0;73.6;2.0
SIO;20090302;7.7;103;2.9;6.4;9.9;0.0;79.9;2.2
SIO;20090303;7.0;107;0.9;5.8;10.6;0.0;76.3;1.6
SIO;20090304;5.4;123;-0.6;6.3;13.4;0.0;61.0;2.7
SIO;20090305;6.3;53;2.1;3.1;4.4;3.8;83.3;4.6
SIO;20090306;5.7;72;2.1;2.9;4.8;0.0;75.3;5.7
SIO;20090307;5.0;181;-1.4;3.2;8.1;0.0;66.6;3.9
SIO;20090308;4.8;191;-3.5;3.5;10.9;0.3;62.7;1.6
SIO;20090309;5.8;58;2.0;4.2;5.8;3.2;70.3;2.8
SIO;20090310;6.0;45;-0.1;2.7;5.5;4.4;80.8;0.9
SIO;20090311;6.0;171;-0.7;6.0;11.7;0.8;65.8;2.7
SIO;20090312;4.7;163;-2.5;3.4;10.4;0.0;62.6;1.1
SIO;20090313;6.3;209;-0.8;6.8;15.5;0.0;66.8;2.1
SIO;20090314;5.7;191;0.6;8.4;17.3;0.0;55.2;1.9
SIO;20090315;6.7;210;1.3;8.7;16.0;0.0;60.8;3.7
SIO;20090316;5.9;218;1.0;7.5;15.3;0.0;58.9;2.0
SIO;20090317;6.0;215;-0.2;7.3;15.4;0.0;61.0;1.9
SIO;20090318;6.0;223;0.4;8.2;17.0;0.0;58.4;2.0
SIO;20090319;4.6;206;0.3;7.9;16.9;0.0;47.7;2.2
SIO;20090320;3.6;230;-1.2;4.6;11.4;0.0;46.0;2.3
SIO;20090321;3.8;225;-3.9;2.8;9.9;0.0;53.1;2.4
SIO;20090322;4.0;225;-2.9;5.0;13.0;0.0;48.4;2.8
SIO;20090323;5.3;151;-1.7;6.8;14.5;0.4;54.2;2.3
SIO;20090324;6.2;146;1.3;4.2;5.7;5.9;75.7;5.7
SIO;20090325;5.9;68;1.8;4.2;6.3;2.0;72.5;1.8
SIO;20090326;7.0;183;3.7;7.8;13.3;0.8;67.9;3.0
SIO;20090327;7.2;216;5.2;10.1;18.1;0.0;62.2;2.8
SIO;20090328;7.2;66;4.7;7.8;13.4;0.7;68.3;3.5
SIO;20090329;7.1;94;3.6;5.8;8.4;1.1;78.1;1.5
SIO;20090330;7.0;186;4.0;7.5;13.7;0.0;68.8;2.5
SIO;20090331;7.4;234;0.3;7.5;14.7;0.0;72.5;3.1
SIO;20090401;8.4;240;2.1;9.5;16.4;0.0;72.7;3.1
SIO;20090402;8.8;250;3.6;9.9;18.9;0.0;73.6;3.0
SIO;20090403;8.8;248;5.4;12.2;18.8;0.0;64.0;3.4
SIO;20090404;7.6;259;5.3;12.4;19.6;0.0;54.8;2.2
SIO;20090405;8.4;235;5.4;12.7;20.3;0.0;58.6;2.3
SIO;20090406;7.9;239;5.2;12.8;21.5;0.0;56.9;1.6
SIO;20090407;7.1;238;6.2;13.4;21.9;0.0;49.6;2.3
SIO;20090408;8.8;210;5.4;12.4;19.6;0.0;62.5;2.3
SIO;20090409;7.1;263;7.6;15.0;22.8;0.0;45.3;2.7
SIO;20090410;6.8;248;6.0;14.2;21.3;0.0;44.1;3.8
SIO;20090411;7.1;182;7.1;14.3;19.0;0.0;44.9;4.0
SIO;20090412;8.2;198;8.6;15.0;21.5;0.0;49.9;1.3
SIO;20090413;7.8;279;5.9;14.4;22.2;0.0;50.0;1.6
SIO;20090414;7.6;252;6.7;14.3;22.3;0.0;49.2;1.8
SIO;20090415;7.1;236;6.6;15.4;22.8;0.0;43.2;3.1
SIO;20090416;8.2;67;5.3;10.8;15.2;5.4;66.0;4.0
SIO;20090417;8.3;263;5.2;10.2;16.6;0.0;68.9;2.4
SIO;20090418;8.0;241;6.5;11.7;17.5;0.0;60.5;2.0
SIO;20090419;8.7;193;5.4;11.6;17.4;0.0;64.7;2.3
SIO;20090420;8.7;213;6.7;13.1;20.0;0.0;60.7;2.0
SIO;20090421;8.9;259;6.8;14.3;22.3;0.0;57.2;1.4
SIO;20090422;8.6;282;6.8;15.4;23.2;0.0;52.7;2.1
SIO;20090423;7.1;275;7.7;14.5;20.3;0.0;44.5;3.7
SIO;20090424;6.4;158;3.5;10.2;16.3;0.0;53.6;1.6
SIO;20090425;6.5;277;2.5;13.2;21.0;0.0;46.4;3.2
SIO;20090426;7.2;188;9.3;14.5;20.0;0.0;44.9;3.6
SIO;20090427;9.5;36;5.6;8.8;11.1;21.1;84.0;1.7
SIO;20090428;8.8;75;5.7;7.1;9.5;5.3;87.2;2.0
SIO;20090429;8.1;171;5.3;8.0;11.8;5.0;76.3;2.1
SIO;20090430;7.4;327;2.8;9.7;17.1;0.0;65.1;1.4
SIO;20090501;8.3;319;2.9;12.0;19.8;0.0;61.8;2.5
SIO;20090502;9.5;278;7.2;14.3;21.9;0.0;60.5;1.8
SIO;20090503;9.9;277;6.3;14.4;22.0;0.0;62.5;2.6
SIO;20090504;9.9;149;6.3;12.5;15.8;0.2;68.4;3.9
SIO;20090505;8.1;180;3.3;10.3;16.1;0.0;66.0;3.2
SIO;20090506;9.1;328;6.8;14.7;23.0;0.0;57.6;2.0
SIO;20090507;8.2;328;5.9;15.9;24.5;0.0;49.4;1.9
SIO;20090508;11.7;177;11.2;15.8;24.3;1.3;66.1;1.6
SIO;20090509;11.8;213;10.3;16.2;23.8;0.7;66.1;2.0
SIO;20090510;10.8;194;10.9;17.6;23.0;0.0;56.1;2.1
SIO;20090511;11.5;119;11.2;15.7;21.6;0.1;65.3;1.6
SIO;20090512;14.2;125;12.4;15.9;20.2;3.5;78.9;1.3
SIO;20090513;14.8;102;10.3;15.8;19.6;0.5;82.9;0.8
SIO;20090514;14.1;196;13.1;16.9;23.1;0.0;74.4;2.0
SIO;20090515;12.7;124;11.1;13.6;17.2;1.3;81.3;3.2
SIO;20090516;11.7;342;9.0;15.3;22.3;0.0;70.0;1.8
SIO;20090517;11.6;263;10.4;18.0;26.8;0.3;59.8;2.5
SIO;20090518;12.5;170;10.6;14.8;20.3;1.1;75.1;2.8
SIO;20090519;11.3;340;8.7;16.8;25.0;0.0;62.8;2.2
SIO;20090520;10.3;337;7.9;19.1;29.5;0.0;51.0;1.4
SIO;20090521;12.4;234;11.7;20.2;29.3;2.1;55.3;1.9
SIO;20090522;15.3;231;14.1;19.6;26.3;0.1;69.3;1.8
SIO;20090523;15.2;299;11.7;21.6;29.7;0.0;60.4;1.7
SIO;20090524;13.4;289;14.1;22.9;31.5;0.0;50.5;1.5
SIO;20090525;12.3;324;13.7;23.8;35.1;0.0;45.3;1.2
SIO;20090526;13.9;142;13.0;17.8;25.9;10.5;70.5;2.7
SIO;20090527;11.1;352;10.7;15.3;20.2;0.3;65.0;5.8
SIO;20090528;10.7;289;10.9;16.9;23.1;0.0;56.5;2.9
SIO;20090529;12.0;350;8.9;17.4;24.9;0.0;62.7;2.6
SIO;20090530;10.5;96;8.4;12.0;15.6;2.5;75.2;1.8
SIO;20090531;10.9;304;6.7;15.4;24.2;0.0;65.3;1.8
SIO;20090601;11.3;353;9.3;17.5;24.2;0.0;58.8;2.3
SIO;20090602;10.4;358;9.2;18.2;26.5;0.0;52.9;1.9
SIO;20090603;10.2;330;9.9;18.8;27.1;0.0;50.0;2.5
SIO;20090604;10.2;361;10.8;18.3;24.8;0.0;49.9;4.1
SIO;20090605;11.3;230;9.4;16.8;23.5;0.1;60.7;2.0
SIO;20090606;13.9;164;12.1;15.1;18.8;3.1;81.3;2.1
SIO;20090607;11.5;253;11.0;16.3;23.8;0.0;64.5;3.7
SIO;20090608;11.3;170;9.8;16.3;23.4;0.0;62.9;1.9
SIO;20090609;12.8;246;12.2;16.8;22.7;4.8;69.2;3.0
SIO;20090610;11.4;318;9.7;18.8;25.3;0.0;55.5;2.5
SIO;20090611;13.5;191;12.7;17.0;22.0;9.9;70.7;3.5
