 

stn;time;pva200d0;gre000d0;tre200dn;tre200d0;tre200jx;rka150d0;ure200d0;fkl010d0
SIO;20190829;17.6;266;17.9;23.4;30.8;0.0;63.1;2.3
SIO;20190830;17.6;253;16.9;22.9;31.4;0.0;64.8;2.2
SIO;20190831;16.3;227;16.6;22.3;30.6;0.0;62.7;1.8
SIO;20190901;16.5;147;16.1;19.6;27.0;0.7;73.4;2.0
SIO;20190902;15.1;211;14.3;19.0;23.6;0.0;69.5;4.1
SIO;20190903;14.2;253;14.2;19.1;24.7;0.0;66.3;2.6
SIO;20190904;12.9;260;12.3;19.5;26.4;0.0;59.8;2.6
SIO;20190905;11.4;130;12.4;16.0;22.4;0.0;63.8;3.3
SIO;20190906;10.5;138;12.3;14.9;18.1;0.0;62.9;2.8
SIO;20190907;10.1;198;11.9;16.2;21.8;0.0;56.7;2.9
SIO;20190908;9.8;177;11.2;13.6;17.9;0.3;64.1;5.3
SIO;20190909;9.3;230;8.5;14.1;20.1;0.0;59.8;2.3
SIO;20190910;10.9;132;10.2;15.5;20.1;0.0;62.6;1.9
SIO;20190911;11.6;183;10.6;16.9;22.3;0.0;61.7;2.5
SIO;20190912;12.9;240;9.8;17.8;25.8;0.0;65.9;2.2
SIO;20190913;13.8;239;12.1;19.3;27.2;0.0;64.1;2.1
SIO;20190914;14.8;227;12.5;19.9;27.0;0.0;65.5;2.3
SIO;20190915;14.9;210;13.9;20.6;28.4;0.0;64.3;2.2
SIO;20190916;14.0;215;14.3;21.0;30.2;0.0;59.7;2.0
SIO;20190917;12.9;219;14.0;20.6;29.7;0.0;56.5;2.4
SIO;20190918;13.6;133;13.6;16.7;21.4;0.0;71.8;2.7
SIO;20190919;12.4;182;11.3;16.4;22.0;0.0;67.6;3.4
SIO;20190920;12.4;216;9.7;15.5;22.5;0.0;72.5;2.1
SIO;20190921;12.3;208;10.4;17.3;24.8;0.0;64.6;1.9
SIO;20190922;11.7;184;13.9;19.6;27.7;2.2;53.5;2.1
SIO;20190923;11.6;219;10.0;16.3;21.8;0.2;64.4;3.9
SIO;20190924;11.0;103;8.5;13.5;19.1;0.1;72.1;1.5
SIO;20190925;12.4;140;12.2;15.8;23.3;0.0;71.0;2.3
SIO;20190926;14.2;131;12.7;15.9;22.7;1.4;79.7;1.0
SIO;20190927;12.1;195;10.9;17.7;26.5;0.0;63.3;2.3
SIO;20190928;10.6;193;10.5;17.2;23.5;0.0;56.0;3.3
SIO;20190929;9.4;196;9.1;18.3;26.6;0.0;48.7;3.1
SIO;20190930;11.7;185;11.5;19.0;24.1;0.0;54.6;4.1
SIO;20191001;11.4;187;9.7;16.7;24.9;5.1;63.2;2.0
SIO;20191002;12.1;129;10.6;14.4;19.2;0.7;74.5;3.4
SIO;20191003;8.3;194;5.3;11.2;17.0;0.0;64.9;2.4
SIO;20191004;9.5;49;5.9;10.6;13.0;0.0;74.0;1.7
SIO;20191005;10.4;159;9.2;14.1;18.7;0.0;65.6;3.1
SIO;20191006;11.2;119;7.6;12.5;18.1;7.5;77.9;1.7
SIO;20191007;9.2;187;6.2;10.8;17.6;0.1;72.9;1.8
SIO;20191008;9.3;140;5.4;12.4;20.2;0.0;66.8;1.4
SIO;20191009;12.0;26;8.2;11.6;13.9;11.7;87.8;1.9
SIO;20191010;9.9;139;6.2;11.3;18.4;0.0;76.4;2.1
SIO;20191011;8.7;173;5.3;11.1;19.8;0.0;68.9;1.7
SIO;20191012;9.7;106;5.7;12.1;18.8;0.0;69.8;1.5
SIO;20191013;11.2;129;6.9;14.0;22.9;0.0;72.4;1.4
SIO;20191014;10.2;161;9.0;15.9;24.8;0.0;60.2;1.4
SIO;20191015;12.3;26;8.4;12.4;15.9;7.0;85.4;1.4
SIO;20191016;9.2;158;5.2;10.4;17.6;0.0;75.5;1.2
SIO;20191017;9.5;121;8.1;13.0;19.3;0.1;65.9;1.7
SIO;20191018;11.9;84;9.2;13.0;17.9;0.5;80.4;1.2
SIO;20191019;12.3;104;10.0;13.5;18.9;1.9;80.4;1.2
SIO;20191020;11.2;89;8.8;15.9;23.5;0.2;64.7;1.8
SIO;20191021;14.8;45;12.2;14.1;16.4;3.0;92.0;1.7
SIO;20191022;13.4;96;10.0;12.9;17.2;0.0;90.5;1.5
SIO;20191023;11.5;55;8.6;14.8;19.3;0.0;69.7;1.3
SIO;20191024;12.6;72;11.6;14.3;17.7;0.1;78.2;2.3
SIO;20191025;12.5;115;8.8;13.5;19.6;0.0;82.0;1.5
SIO;20191026;9.9;129;6.3;11.7;19.5;0.0;74.7;1.4
SIO;20191027;10.1;103;5.6;11.5;18.3;0.0;75.3;1.0
SIO;20191028;12.8;34;11.1;12.6;16.6;7.1;88.1;0.8
SIO;20191029;14.1;42;11.8;13.6;16.6;2.5;90.7;0.8
SIO;20191030;12.9;69;11.4;12.4;16.1;0.4;89.3;1.8
SIO;20191031;12.4;42;10.2;12.0;14.5;0.0;88.6;1.0
SIO;20191101;12.1;62;9.8;12.0;15.5;2.4;86.9;0.9
SIO;20191102;12.1;44;9.9;11.2;13.4;5.7;91.4;1.0
SIO;20191103;11.2;29;7.7;10.1;11.8;5.9;90.4;1.5
SIO;20191104;10.0;24;4.8;8.1;9.5;14.7;92.0;1.2
SIO;20191105;9.3;102;6.2;8.8;12.9;0.8;82.9;1.0
SIO;20191106;8.2;87;2.3;6.9;11.8;3.4;83.0;1.5
SIO;20191107;7.4;37;1.2;5.3;8.8;4.1;83.1;1.5
SIO;20191108;8.0;34;2.8;5.8;7.5;4.6;87.1;1.0
SIO;20191109;6.1;101;0.1;4.4;9.6;0.0;73.8;1.1
SIO;20191110;5.2;93;-0.3;3.2;8.8;0.0;69.6;2.0
SIO;20191111;5.9;79;-1.0;4.0;10.2;0.0;73.7;1.8
SIO;20191112;6.0;87;-1.7;4.0;9.4;0.0;75.3;1.1
SIO;20191113;5.2;86;-2.0;2.2;8.9;0.0;74.2;1.6
SIO;20191114;5.0;37;-0.9;5.0;10.2;0.0;59.2;3.9
SIO;20191115;7.3;45;2.7;5.0;7.3;6.6;84.5;1.5
SIO;20191116;6.3;87;0.1;3.6;8.9;0.0;80.3;1.2
SIO;20191117;6.3;11;0.3;1.7;2.7;4.1;91.1;1.0
SIO;20191118;6.4;65;0.7;3.0;7.1;0.0;85.1;0.8
SIO;20191119;5.9;56;-1.4;1.8;6.2;0.0;85.5;0.7
SIO;20191120;5.8;75;-3.0;1.1;9.4;0.0;88.0;1.0
SIO;20191121;6.3;68;-1.3;2.1;7.6;0.0;88.2;1.0
SIO;20191122;6.5;58;1.1;6.7;11.0;0.0;69.3;1.6
SIO;20191123;7.3;51;4.3;11.0;13.7;0.0;57.2;6.0
SIO;20191124;8.0;69;3.1;7.3;12.1;0.0;78.6;1.3
SIO;20191125;8.9;57;5.5;8.0;11.9;0.0;83.4;1.4
SIO;20191126;8.3;53;2.8;7.0;11.9;0.0;83.7;1.3
SIO;20191127;9.1;41;4.0;7.7;10.5;11.7;86.3;1.4
SIO;20191128;9.0;24;4.9;6.8;10.7;4.6;91.4;1.3
SIO;20191129;8.7;18;5.1;6.2;7.6;9.6;91.5;0.8
SIO;20191130;7.1;72;3.4;5.4;9.5;0.0;79.6;1.3
SIO;20191201;7.3;10;2.1;4.7;6.6;7.5;85.6;1.3
SIO;20191202;7.7;30;2.5;4.9;7.4;0.0;88.6;1.1
SIO;20191203;5.8;64;-1.1;1.9;6.5;0.0;83.7;1.2
SIO;20191204;5.2;56;-3.2;0.4;5.4;0.0;82.6;1.2
SIO;20191205;5.1;59;-3.3;0.4;7.7;0.0;81.7;0.8
SIO;20191206;4.8;61;-3.2;1.1;7.9;0.0;73.6;1.0
SIO;20191207;6.1;60;0.5;4.2;10.5;0.0;74.4;1.1
SIO;20191208;5.4;59;-1.9;2.5;7.6;0.0;75.5;1.5
SIO;20191209;7.1;13;2.2;4.8;7.9;7.6;82.7;2.3
SIO;20191210;5.4;55;-2.3;2.4;6.3;0.0;74.2;1.8
SIO;20191211;5.0;21;-3.1;1.1;4.1;0.1;75.8;1.7
SIO;20191212;5.1;55;-0.3;2.5;6.3;0.0;71.1;1.4
SIO;20191213;5.9;7;-0.6;0.6;1.8;24.0;92.4;0.7
SIO;20191214;6.9;25;-0.3;3.9;10.2;1.3;86.0;1.6
SIO;20191215;6.3;64;-1.3;2.5;8.1;0.0;86.5;1.2
SIO;20191216;6.4;36;0.3;3.7;9.4;0.0;79.7;1.3
SIO;20191217;7.1;34;2.9;6.3;11.8;0.0;74.6;1.0
SIO;20191218;7.5;49;3.6;7.3;13.4;0.0;74.1;1.3
SIO;20191219;7.1;47;2.4;7.2;15.3;0.0;71.2;1.1
SIO;20191220;7.6;9;3.3;8.5;14.7;5.2;70.8;2.3
SIO;20191221;8.1;38;3.2;5.7;11.4;15.9;88.6;1.2
SIO;20191222;7.4;5;1.9;4.2;6.9;13.6;89.7;1.5
SIO;20191223;7.3;21;2.8;5.5;7.9;1.8;80.9;2.0
SIO;20191224;6.5;8;-0.3;1.8;3.7;18.4;92.7;1.0
SIO;20191225;6.1;51;-1.2;3.2;10.1;0.0;80.4;1.5
SIO;20191226;5.5;49;-1.8;2.3;5.9;0.0;76.8;1.2
SIO;20191227;7.4;15;3.1;4.1;5.2;11.4;90.2;1.0
SIO;20191228;6.2;55;-1.2;3.7;7.3;0.0;78.1;1.6
SIO;20191229;5.0;51;-2.8;-0.3;4.5;0.0;84.0;1.0
SIO;20191230;5.1;50;-3.7;-0.3;4.9;0.0;85.6;1.0
SIO;20191231;5.3;54;-3.4;0.3;6.5;0.0;85.9;0.8
SIO;20200101;5.1;53;-3.3;-0.3;5.2;0.0;86.1;1.2
SIO;20200102;4.6;52;-4.4;-1.0;5.4;0.0;82.3;1.0
SIO;20200103;5.3;44;-2.6;1.1;6.5;0.0;80.4;0.9
SIO;20200104;6.1;55;-2.0;2.7;12.7;0.0;82.5;1.3
SIO;20200105;5.1;54;-3.1;0.3;5.9;0.0;82.1;0.8
SIO;20200106;4.7;56;-3.7;-0.2;7.2;0.0;80.1;0.9
SIO;20200107;5.2;58;-2.7;1.2;7.3;0.0;78.4;1.0
SIO;20200108;4.8;55;-2.5;1.1;7.7;0.0;74.3;1.1
SIO;20200109;5.0;61;-3.0;1.6;8.6;0.0;74.8;1.2
SIO;20200110;5.8;47;-2.3;2.6;7.7;0.0;78.9;1.4
SIO;20200111;5.3;63;-2.1;3.0;8.8;0.0;70.4;1.7
SIO;20200112;4.0;64;-4.3;-0.1;6.2;0.0;67.8;1.3
SIO;20200113;4.2;58;-4.8;-0.2;6.0;0.0;70.6;1.2
SIO;20200114;4.2;66;-3.5;1.6;8.2;0.0;62.5;1.6
SIO;20200115;4.6;61;-2.5;1.9;10.1;0.0;67.1;1.1
SIO;20200116;4.6;66;-3.3;1.5;8.6;0.0;69.8;1.5
SIO;20200117;5.3;43;-3.9;1.8;6.9;2.1;76.6;1.1
SIO;20200118;5.5;69;-2.8;2.0;6.9;0.0;78.5;1.1
SIO;20200119;3.8;61;-4.7;-1.5;3.4;0.0;69.8;0.9
SIO;20200120;2.9;73;-6.3;-1.1;6.1;0.0;53.6;2.0
SIO;20200121;3.4;63;-3.4;0.7;6.3;0.0;54.3;1.8
SIO;20200122;4.7;72;-3.9;1.0;8.7;0.0;72.6;1.2
SIO;20200123;4.6;71;-3.9;0.3;8.4;0.0;75.7;1.4
SIO;20200124;5.1;58;-4.0;-0.5;4.1;0.0;86.9;1.0
SIO;20200125;5.0;68;-3.7;0.7;7.1;0.0;79.8;0.9
SIO;20200126;5.0;42;-4.3;0.9;5.2;0.0;77.2;0.9
SIO;20200127;5.5;55;-1.5;3.6;8.6;4.1;71.7;1.3
SIO;20200128;6.7;7;2.2;3.6;5.1;14.8;85.4;2.3
SIO;20200129;6.6;20;-0.2;5.0;7.4;1.2;76.0;1.9
SIO;20200130;6.3;82;-1.0;3.9;9.1;1.8;79.5;1.1
SIO;20200131;8.1;95;2.6;6.5;13.0;0.2;84.6;0.8
SIO;20200201;7.6;50;0.5;6.1;10.5;0.0;80.9;1.3
SIO;20200202;9.2;11;5.3;7.1;8.1;28.2;91.5;0.9
SIO;20200203;9.2;33;6.4;10.1;16.9;0.2;77.3;1.6
SIO;20200204;6.5;20;1.6;5.5;7.9;7.7;71.8;4.2
SIO;20200205;5.3;111;-1.0;3.6;8.2;0.0;67.0;3.3
SIO;20200206;4.4;107;-2.6;1.4;6.6;0.0;66.1;1.5
SIO;20200207;4.6;114;-3.4;1.7;9.8;0.0;69.0;1.3
SIO;20200208;4.8;115;-2.0;2.7;9.4;0.0;67.5;1.4
SIO;20200209;4.7;111;-2.6;4.5;12.1;0.0;59.9;1.6
SIO;20200210;6.5;62;4.2;10.7;17.1;0.8;54.9;4.9
SIO;20200211;5.5;33;4.8;9.0;11.0;3.4;48.6;5.3
SIO;20200212;4.2;107;0.0;5.9;10.7;0.0;46.9;3.5
SIO;20200213;5.1;41;-0.9;2.4;6.6;11.0;71.0;1.5
SIO;20200214;6.8;132;2.1;6.6;12.0;0.8;71.1;2.9
SIO;20200215;5.5;129;-0.9;5.5;13.4;0.0;64.1;1.5
SIO;20200216;5.7;82;1.4;7.0;15.2;0.0;59.1;1.7
SIO;20200217;7.1;74;1.5;7.3;13.6;0.1;69.4;3.5
SIO;20200218;5.7;139;1.3;6.3;11.1;0.0;61.2;3.8
SIO;20200219;5.8;50;-0.1;3.9;8.6;0.6;72.0;1.9
SIO;20200220;5.3;144;-0.9;5.2;13.8;0.0;64.2;1.3
SIO;20200221;6.4;149;2.0;7.5;12.9;0.0;63.0;3.4
SIO;20200222;5.8;148;-0.3;6.9;16.2;0.0;62.3;1.4
SIO;20200223;6.6;119;2.2;10.3;17.5;0.0;55.6;1.9
SIO;20200224;7.2;156;3.9;10.0;18.8;0.0;61.0;1.3
SIO;20200225;6.3;82;0.9;7.1;14.8;0.5;64.5;3.2
SIO;20200226;5.5;28;0.9;3.0;4.0;2.9;73.1;3.8
SIO;20200227;5.0;18;-1.4;1.4;2.6;11.6;75.2;2.3
SIO;20200228;4.7;151;-1.8;2.8;6.4;0.0;64.8;1.1
SIO;20200229;5.4;111;1.6;6.4;12.8;8.9;60.3;2.1
SIO;20200301;7.1;152;1.5;6.2;12.0;4.7;76.3;1.8
SIO;20200302;6.9;42;1.4;5.2;10.2;6.1;78.8;1.7
SIO;20200303;5.1;164;0.6;4.9;10.1;0.1;60.2;2.4
SIO;20200304;5.0;152;0.0;5.1;10.5;0.0;59.8;1.1
SIO;20200305;6.5;11;0.8;2.9;3.5;33.0;86.4;1.2
SIO;20200306;5.5;173;1.9;5.7;10.9;0.3;63.9;2.7
SIO;20200307;4.8;193;0.4;5.9;11.9;0.0;54.2;2.6
SIO;20200308;4.5;174;-1.6;4.9;11.9;0.0;54.8;1.1
SIO;20200309;6.4;164;1.3;6.2;10.8;1.6;67.9;3.2
SIO;20200310;6.2;22;0.3;1.9;3.0;16.4;88.4;0.9
SIO;20200311;8.6;197;2.8;8.1;16.3;0.2;79.6;1.1
SIO;20200312;9.1;154;3.2;10.5;18.8;2.7;73.2;2.2
SIO;20200313;7.7;205;6.1;9.2;11.8;0.4;66.2;5.1
SIO;20200314;6.4;138;2.8;7.3;13.1;0.0;64.2;2.2
SIO;20200315;5.3;219;0.8;8.6;17.5;0.0;51.9;2.0
SIO;20200316;5.7;215;2.1;9.4;18.9;0.0;52.4;1.4
SIO;20200317;6.7;215;2.5;10.4;19.1;0.0;56.7;2.0
SIO;20200318;7.4;220;3.8;11.4;20.7;0.0;58.2;1.8
SIO;20200319;7.5;222;4.7;11.9;20.7;0.0;56.8;1.8
SIO;20200320;6.7;189;4.9;11.9;19.8;0.0;51.7;1.7
SIO;20200321;7.5;224;4.3;11.5;18.6;0.0;57.9;2.7
SIO;20200322;8.2;187;5.8;8.2;12.2;0.0;75.4;3.7
SIO;20200323;6.5;210;1.8;6.5;10.2;0.0;67.7;3.8
SIO;20200324;4.9;187;0.0;4.6;10.6;0.0;59.5;3.1
SIO;20200325;4.5;215;-1.6;4.3;10.3;0.0;56.8;3.2
SIO;20200326;4.0;233;-1.4;5.6;14.9;0.0;46.1;2.9
SIO;20200327;5.7;212;0.1;7.6;14.3;0.0;57.3;2.4
SIO;20200328;7.1;226;4.7;11.7;18.3;0.0;53.9;2.7
SIO;20200329;7.5;115;5.0;10.1;15.1;0.0;60.9;4.3
SIO;20200330;6.2;186;3.3;5.8;11.2;0.6;67.4;3.8
SIO;20200331;5.4;228;2.0;6.9;12.9;0.0;56.2;3.6
SIO;20200401;5.3;260;-0.2;7.4;14.6;0.0;54.8;3.0
SIO;20200402;5.4;260;0.8;9.1;16.7;0.0;50.1;2.5
SIO;20200403;5.2;263;1.8;9.6;17.2;0.0;46.4;2.6
SIO;20200404;5.6;268;2.5;10.1;18.6;0.0;48.6;2.0
SIO;20200405;5.7;276;2.8;11.7;21.6;0.0;45.1;2.0
SIO;20200406;4.9;276;4.8;13.0;22.7;0.0;36.4;1.8
SIO;20200407;5.6;280;4.3;13.3;23.7;0.0;41.2;1.8
SIO;20200408;5.4;280;5.4;14.2;23.6;0.0;37.6;1.8
SIO;20200409;6.4;276;5.2;14.5;24.0;0.0;42.5;1.7
SIO;20200410;6.4;282;7.4;15.5;24.9;0.0;40.6;1.7
SIO;20200411;6.4;284;6.1;15.4;25.0;0.0;40.8;1.5
SIO;20200412;6.8;241;6.8;15.2;23.5;0.0;42.7;1.4
SIO;20200413;7.2;235;6.4;15.3;21.9;0.0;44.6;2.4
SIO;20200414;7.1;292;6.1;13.0;20.4;0.0;49.4;3.9
SIO;20200415;5.9;295;3.9;12.9;21.8;0.0;42.6;2.5
SIO;20200416;7.2;278;5.7;14.7;24.0;0.0;47.4;1.9
SIO;20200417;8.0;260;6.6;15.6;23.9;0.0;48.5;2.2
SIO;20200418;9.1;253;8.0;16.7;24.9;0.0;51.3;2.8
SIO;20200419;11.1;148;8.3;15.2;21.7;0.0;65.4;1.9
SIO;20200420;9.6;240;9.5;17.5;24.7;0.0;52.0;2.6
SIO;20200421;10.8;105;10.8;14.5;17.3;0.0;66.1;1.7
SIO;20200422;6.4;305;7.6;16.2;25.0;0.0;41.0;1.9
SIO;20200423;6.5;310;6.3;15.9;25.5;0.0;38.6;2.2
SIO;20200424;7.8;301;8.1;16.8;25.3;0.0;44.6;1.5
SIO;20200425;9.6;209;11.3;17.2;25.5;0.0;51.1;1.8
SIO;20200426;12.5;193;12.6;15.6;21.4;3.7;71.6;2.2
SIO;20200427;11.7;303;10.9;16.7;24.6;0.7;65.3;2.7
SIO;20200428;12.8;98;9.8;12.7;15.3;14.6;87.6;2.7
SIO;20200429;9.3;297;8.4;12.8;19.6;1.6;66.2;2.5
SIO;20200430;10.5;81;6.4;10.4;12.5;2.4;83.1;2.2
SIO;20200501;10.3;73;5.8;9.4;11.9;12.4;87.4;1.1
SIO;20200502;11.5;132;9.3;11.7;16.6;13.8;84.6;1.8
SIO;20200503;10.8;147;8.2;12.0;15.7;0.3;77.9;1.8
SIO;20200504;10.1;333;6.8;15.6;25.0;0.0;61.6;2.0
SIO;20200505;13.1;93;11.6;14.0;18.3;5.1;81.6;1.4
SIO;20200506;11.7;270;10.1;15.7;22.2;0.0;68.4;2.9
SIO;20200507;10.5;333;8.6;16.7;24.2;0.0;58.5;2.5
SIO;20200508;12.2;283;10.1;18.2;26.2;0.0;60.8;2.1
SIO;20200509;13.0;283;11.8;19.2;26.8;1.3;61.8;2.1
SIO;20200510;12.7;266;14.4;19.1;25.6;3.9;60.7;2.3
SIO;20200511;12.0;177;10.8;15.7;20.5;1.3;68.0;3.5
SIO;20200512;9.0;231;7.3;10.4;15.1;0.0;71.9;4.6
SIO;20200513;12.2;171;9.4;13.1;20.5;1.8;80.9;2.3
SIO;20200514;12.4;276;11.2;14.5;19.3;0.7;75.9;4.4
SIO;20200515;11.0;234;10.6;13.5;18.0;0.1;72.2;4.4
SIO;20200516;12.0;278;11.1;15.3;20.1;0.0;69.9;2.9
SIO;20200517;12.0;328;12.2;17.8;24.9;0.0;61.9;3.8
SIO;20200518;11.5;339;10.3;18.3;26.3;0.0;57.9;3.6
SIO;20200519;10.3;332;10.1;19.7;28.8;0.0;49.5;2.1
SIO;20200520;10.7;347;10.9;20.4;29.2;0.0;48.3;1.7
SIO;20200521;11.4;333;11.8;20.5;29.4;0.0;50.8;2.2
SIO;20200522;10.9;296;11.7;20.7;30.2;0.0;48.0;1.8
SIO;20200523;12.7;162;11.3;16.6;27.1;6.8;70.3;2.8
SIO;20200524;9.0;355;8.3;15.5;22.1;0.0;55.5;3.6
SIO;20200525;10.1;354;8.0;17.2;25.1;0.0;54.5;3.2
SIO;20200526;10.3;343;10.3;18.3;26.4;0.0;52.3;2.6
SIO;20200527;9.1;360;10.4;18.2;25.7;0.0;46.1;3.4
SIO;20200528;8.8;344;9.6;18.4;26.9;0.0;45.7;2.0
SIO;20200529;8.9;355;10.0;18.2;25.9;0.0;45.6;2.7
SIO;20200530;10.2;264;11.0;17.1;23.6;0.0;54.1;2.8
SIO;20200531;10.1;363;9.3;18.0;25.1;0.0;52.2;3.1
SIO;20200601;10.7;279;10.9;19.4;26.4;0.0;49.8;2.3
SIO;20200602;12.0;304;12.2;19.1;28.3;0.5;56.3;2.3
SIO;20200603;11.3;281;10.4;18.9;29.1;0.0;54.9;2.5
SIO;20200604;14.7;98;12.6;14.9;18.4;4.5;86.5;1.6
SIO;20200605;10.8;203;11.7;15.4;20.6;0.6;63.7;3.2
SIO;20200606;13.0;168;12.3;16.3;21.8;4.5;71.5;1.6
SIO;20200607;11.7;215;11.1;14.1;18.2;7.9;73.5;4.6
SIO;20200608;11.8;174;10.6;13.5;18.3;2.0;77.7;2.3
SIO;20200609;12.0;252;11.4;13.8;18.6;3.5;77.2;3.6
SIO;20200610;12.4;155;10.8;14.0;17.1;3.1;78.4;2.6
SIO;20200611;11.6;287;10.2;16.6;23.7;0.0;64.2;2.2
SIO;20200612;10.4;333;10.8;19.2;25.4;0.0;50.6;4.0
SIO;20200613;11.8;244;11.8;16.7;25.4;3.5;64.9;3.9
SIO;20200614;12.6;234;12.2;16.4;21.7;0.1;69.2;3.7
SIO;20200615;12.7;274;14.0;18.7;24.6;0.0;60.7;3.9
SIO;20200616;12.9;347;12.8;19.2;25.5;5.1;60.8;3.9
SIO;20200617;13.5;231;11.8;16.3;21.6;4.4;74.5;2.9
SIO;20200618;11.5;284;9.9;16.8;23.9;0.0;62.9;3.4
SIO;20200619;11.4;282;11.5;17.1;23.5;0.0;61.0;2.9
SIO;20200620;11.3;325;10.2;18.4;25.4;0.0;56.4;2.5
SIO;20200621;11.7;331;13.4;20.8;27.5;0.0;50.4;2.7
SIO;20200622;13.1;368;13.3;21.3;27.9;0.0;54.4;3.1
SIO;20200623;14.3;360;14.1;22.3;29.0;0.0;55.3;3.2
SIO;20200624;15.5;357;16.4;24.2;31.3;0.0;53.9;3.2
SIO;20200625;14.9;348;16.8;24.3;31.8;0.0;51.9;2.8
SIO;20200626;15.5;288;16.8;23.4;29.7;0.0;56.1;2.6
SIO;20200627;15.1;278;17.0;23.1;30.7;0.0;55.6;2.0
SIO;20200628;16.8;183;18.0;21.9;26.5;2.8;64.9;2.3
SIO;20200629;16.0;318;15.1;21.1;27.2;4.4;66.2;3.5
SIO;20200630;14.3;361;13.1;21.0;27.2;0.0;59.1;3.0
SIO;20200701;17.5;285;14.6;21.6;31.1;1.8;70.7;2.6
SIO;20200702;16.7;313;14.2;20.8;28.4;0.4;70.1;3.8
SIO;20200703;13.1;311;14.3;18.5;22.7;0.0;62.8;5.7
SIO;20200704;13.4;353;14.0;20.7;26.6;0.0;56.8;3.4
SIO;20200705;14.9;357;13.0;22.4;29.1;0.0;57.2;3.9
SIO;20200706;14.0;350;15.2;21.9;29.3;0.0;54.1;4.8
SIO;20200707;10.5;364;10.4;19.5;25.8;0.0;47.6;3.9
SIO;20200708;11.8;356;10.2;20.9;29.1;0.0;51.2;3.2
SIO;20200709;12.2;360;12.0;22.7;31.8;0.0;48.8;2.5
SIO;20200710;15.2;269;13.5;23.0;31.5;0.1;56.2;3.3
SIO;20200711;15.3;289;13.8;19.7;25.5;6.3;68.8;4.1
SIO;20200712;13.8;357;11.1;20.1;27.1;0.0;61.0;3.6
SIO;20200713;13.9;330;13.6;21.0;28.5;0.0;58.9;2.9
SIO;20200714;11.7;331;13.5;21.3;28.4;0.0;48.8;2.7
SIO;20200715;12.7;195;14.1;19.5;24.2;0.0;56.7;3.8
SIO;20200716;13.9;255;16.7;19.6;23.1;0.0;61.5;6.2
SIO;20200717;14.0;348;14.4;20.6;25.3;0.0;59.1;5.9
SIO;20200718;13.8;342;15.1;21.4;27.9;0.0;56.6;3.6
SIO;20200719;12.9;346;12.1;21.6;29.0;0.0;53.1;3.5
SIO;20200720;12.8;348;12.1;22.7;31.5;0.0;50.8;2.5
SIO;20200721;15.0;270;15.8;23.0;30.9;4.2;55.5;2.9
SIO;20200722;18.5;240;15.6;20.2;28.6;25.2;80.7;2.0
SIO;20200723;16.6;326;15.0;21.8;29.2;0.1;66.8;2.9
SIO;20200724;15.7;122;16.1;18.9;22.6;0.0;72.9;2.0
SIO;20200725;14.4;329;12.7;20.7;28.2;0.0;62.9;2.2
SIO;20200726;14.4;294;14.8;22.2;29.8;0.0;56.3;2.7
SIO;20200727;15.1;333;13.5;23.0;31.9;0.0;57.2;1.8
SIO;20200728;18.1;255;15.3;23.1;32.8;1.6;66.8;2.1
SIO;20200729;19.7;289;18.6;23.5;29.5;0.0;70.7;2.6
SIO;20200730;18.5;288;16.3;24.0;31.5;0.0;64.3;2.3
SIO;20200731;17.0;316;16.7;25.6;34.4;0.0;55.0;1.8
SIO;20200801;17.4;256;18.6;24.2;34.5;3.2;60.5;2.6
SIO;20200802;19.2;238;17.3;20.8;28.0;1.3;79.9;3.4
SIO;20200803;15.6;96;12.4;16.4;20.4;3.3;83.1;2.7
SIO;20200804;12.9;185;10.6;15.0;21.5;0.9;76.7;3.2
SIO;20200805;12.9;325;8.6;17.6;24.8;0.0;66.5;2.9
SIO;20200806;14.9;320;11.5;20.6;28.2;0.0;64.3;2.6
SIO;20200807;14.3;318;12.2;22.2;30.9;0.0;57.8;2.5
SIO;20200808;14.6;314;13.6;23.0;32.5;0.0;56.5;2.6
SIO;20200809;14.7;311;13.2;23.8;32.7;0.0;54.4;2.6
SIO;20200810;18.0;201;15.9;22.5;31.2;2.0;67.9;1.8
SIO;20200811;17.9;287;15.2;22.9;31.2;0.0;67.3;2.1
SIO;20200812;18.0;254;15.4;22.6;31.7;2.8;69.2;2.4
SIO;20200813;17.6;248;15.7;21.4;29.4;2.1;72.9;2.4
SIO;20200814;18.1;232;15.4;20.6;27.0;0.0;76.0;2.6
SIO;20200815;16.2;295;13.4;21.3;28.9;0.0;66.8;2.8
SIO;20200816;16.2;248;13.0;20.9;28.4;4.2;68.6;2.8
SIO;20200817;17.2;222;14.6;19.8;25.7;1.6;76.4;2.2
SIO;20200818;15.1;246;14.8;20.2;27.3;0.0;66.7;2.3
SIO;20200819;14.3;278;13.4;21.8;30.3;0.0;58.4;2.2
SIO;20200820;15.7;286;16.6;25.0;33.2;0.0;53.1;2.0
SIO;20200821;16.0;283;17.9;26.1;36.0;0.0;50.7;1.9
SIO;20200822;16.3;239;17.6;23.2;28.7;0.0;58.4;4.7
SIO;20200823;12.6;273;17.7;22.1;27.2;0.0;47.9;5.0
SIO;20200824;11.1;286;12.1;19.8;26.8;0.0;50.7;3.5
SIO;20200825;12.0;227;10.7;18.9;26.8;0.0;57.2;1.4
SIO;20200826;12.9;260;11.3;22.0;30.6;0.0;52.6;3.9
